i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,ids,radius,centralized,t_solve
0,3,3.1000000000000014,0,True,25.78181168545881,10,0.1,0.4,True,5.433207875000001,
1,3,3.2000000000000015,0,True,18.09148260396823,10,0.1,0.4,True,5.502794209000001,
2,3,3.1000000000000014,0,True,20.9819508283207,10,0.1,0.4,True,5.844875999999999,
3,3,2.3000000000000007,0,True,24.724257697230644,10,0.1,0.4,True,3.500322167,
4,3,2.400000000000001,0,True,26.47700573737082,10,0.1,0.4,True,3.632130083,
5,3,2.500000000000001,0,True,23.074899986800144,10,0.1,0.4,True,3.7722852079999996,
6,3,2.700000000000001,0,True,27.277686017336706,10,0.1,0.4,True,4.067967875000004,
7,3,2.400000000000001,0,True,30.549336731282565,10,0.1,0.4,True,3.629224209,
8,3,2.700000000000001,0,True,13.716547178678757,10,0.1,0.4,True,4.109374083000006,
9,3,3.1000000000000014,0,True,22.38327433223392,10,0.1,0.4,True,4.9786862499999955,
10,3,1.7000000000000004,0,True,24.708251160073633,10,0.1,0.4,True,2.565303958000001,
11,3,2.700000000000001,0,True,26.379063397477044,10,0.1,0.4,True,4.025321540999997,
12,3,2.700000000000001,0,True,26.649921931100792,10,0.1,0.4,True,4.172990250000005,
13,3,3.0000000000000013,0,True,24.49091967734142,10,0.1,0.4,True,4.533690125,
14,3,2.600000000000001,0,True,21.552077596796362,10,0.1,0.4,True,3.8668610420000036,
15,3,2.800000000000001,0,True,33.88511088825357,10,0.1,0.4,True,4.239220500000002,
16,3,3.2000000000000015,0,True,19.0403601867835,10,0.1,0.4,True,4.970466833000003,
17,3,3.1000000000000014,0,True,17.325451727959486,10,0.1,0.4,True,4.757061625000006,
18,3,2.600000000000001,0,True,34.04759004353779,10,0.1,0.4,True,3.9819375839999935,
19,3,2.3000000000000007,0,True,15.997910655013442,10,0.1,0.4,True,3.428138083999997,
20,3,3.1000000000000014,0,True,19.822172211262696,10,0.1,0.4,True,4.896917208000005,
21,3,3.1000000000000014,0,True,26.752738223404407,10,0.1,0.4,True,4.6265692080000065,
22,3,2.400000000000001,0,True,23.26644405871263,10,0.1,0.4,True,4.375960333999998,
23,3,3.1000000000000014,0,True,22.263451178039237,10,0.1,0.4,True,4.653705833000004,
24,3,2.9000000000000012,0,True,27.304296917327147,10,0.1,0.4,True,4.446522832999989,
25,3,2.400000000000001,0,True,29.18159376013429,10,0.1,0.4,True,3.5203804169999984,
26,3,2.9000000000000012,0,True,24.336238702268876,10,0.1,0.4,True,4.378140000000002,
27,3,3.3000000000000016,0,True,24.869603901980682,10,0.1,0.4,True,5.119314958999993,
28,3,3.1000000000000014,0,True,29.46760548035692,10,0.1,0.4,True,4.57430070800001,
29,3,3.1000000000000014,0,True,28.11190596135626,10,0.1,0.4,True,5.6800985,
0,4,3.3000000000000016,0,True,33.81257503876835,10,0.1,0.4,True,9.997337375,
1,4,2.500000000000001,0,True,27.333979988349512,10,0.1,0.4,True,6.434869625000005,
2,4,2.9000000000000012,0,True,27.768508291398796,10,0.1,0.4,True,7.780308832999992,
3,4,2.500000000000001,0,True,29.09107444775134,10,0.1,0.4,True,6.36943229100001,
4,4,2.500000000000001,0,True,37.27395418129864,10,0.1,0.4,True,6.810898207999998,
5,4,4.100000000000001,0,True,30.498706863349327,10,0.1,0.4,True,17.147699916999983,
6,4,2.800000000000001,0,True,37.06406332042256,10,0.1,0.4,True,8.704701374999985,
7,4,2.700000000000001,0,True,31.38259983016938,10,0.1,0.4,True,7.784348582999996,
8,4,2.9000000000000012,0,True,34.45705204609884,10,0.1,0.4,True,7.667231791000006,
9,4,3.0000000000000013,0,True,36.575316887259845,10,0.1,0.4,True,7.9785009160000016,
10,4,3.1000000000000014,0,True,23.066339560014317,10,0.1,0.4,True,8.71167429099998,
11,4,3.0000000000000013,0,True,30.892811159387886,10,0.1,0.4,True,8.010484958000006,
12,4,2.400000000000001,0,True,33.23686179439044,10,0.1,0.4,True,6.015295875000021,
13,4,3.0000000000000013,0,True,30.06720941889232,10,0.1,0.4,True,9.116357916999988,
14,4,2.9000000000000012,0,True,30.663830258904238,10,0.1,0.4,True,8.15147275000001,
15,4,2.600000000000001,0,True,31.64902014789232,10,0.1,0.4,True,7.3093397910000135,
16,4,2.800000000000001,0,True,26.083060188360665,10,0.1,0.4,True,8.095933374999959,
17,4,2.9000000000000012,0,True,34.87748700588782,10,0.1,0.4,True,8.417649833000041,
18,4,2.800000000000001,0,True,23.879879568243204,10,0.1,0.4,True,9.312132666999958,
19,4,2.800000000000001,0,True,34.39526901126262,10,0.1,0.4,True,8.912012708999953,
20,4,2.9000000000000012,0,True,31.35856361028551,10,0.1,0.4,True,8.007624209000028,
21,4,2.800000000000001,0,True,26.58681973224993,10,0.1,0.4,True,7.895347249999986,
22,4,2.600000000000001,0,True,44.03038077368701,10,0.1,0.4,True,7.226984625,
23,4,2.800000000000001,0,True,27.571494455693507,10,0.1,0.4,True,7.051504874999978,
24,4,2.9000000000000012,0,True,27.54199371404052,10,0.1,0.4,True,8.501770499999964,
25,4,3.1000000000000014,0,True,26.48885151971414,10,0.1,0.4,True,9.334359833999997,
26,4,2.9000000000000012,0,True,23.809571347292632,10,0.1,0.4,True,8.939459457999988,
27,4,2.400000000000001,0,True,41.00353760365994,10,0.1,0.4,True,7.221465832999968,
28,4,3.2000000000000015,0,True,21.711344493185372,10,0.1,0.4,True,10.665083417000005,
29,4,3.0000000000000013,0,True,22.495544947809385,10,0.1,0.4,True,8.487000291000015,
