i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,ids,radius,centralized,t_solve
0,3,2.800000000000001,0,True,37.69828576555592,10,0.1,"[100, 101, 102]",0.4,False,8.305274500000001,
