i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,ids
0,15,9.99999999999998,0,False,22801.760908748092,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114]",
