i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,ids
0,5,0.7,False,False,51918.13825807908,15,0.1,"[100, 101, 102, 103, 104]",
0,5,0.7999999999999999,False,False,41468.77871387324,15,0.1,"[100, 101, 102, 103, 104]",
0,5,0.8999999999999999,False,False,27792.8607439545,15,0.1,"[100, 101, 102, 103, 104]",
0,5,0.9999999999999999,False,False,25109.67098960683,15,0.1,"[100, 101, 102, 103, 104]",
0,5,1.0999999999999999,False,False,23002.794133608313,15,0.1,"[100, 101, 102, 103, 104]",
0,5,1.2,False,False,21361.755788824103,15,0.1,"[100, 101, 102, 103, 104]",
0,5,1.3,False,False,20094.82550110036,15,0.1,"[100, 101, 102, 103, 104]",
0,5,1.4000000000000001,False,False,19125.324934256012,15,0.1,"[100, 101, 102, 103, 104]",
0,5,1.5000000000000002,False,False,18388.65527247107,15,0.1,"[100, 101, 102, 103, 104]",
0,5,1.6000000000000003,False,False,17830.746382297715,15,0.1,"[100, 101, 102, 103, 104]",
0,5,1.7000000000000004,False,False,17411.3008445983,15,0.1,"[100, 101, 102, 103, 104]",
0,5,1.8000000000000005,False,False,17099.73918967443,15,0.1,"[100, 101, 102, 103, 104]",
0,5,1.9000000000000006,False,False,16869.82210058273,15,0.1,"[100, 101, 102, 103, 104]",
0,5,2.0000000000000004,False,False,16698.61809834791,15,0.1,"[100, 101, 102, 103, 104]",
0,5,2.1000000000000005,False,False,16566.014263357574,15,0.1,"[100, 101, 102, 103, 104]",
0,5,2.2000000000000006,False,False,16458.212486483284,15,0.1,"[100, 101, 102, 103, 104]",
0,5,2.3000000000000007,False,False,16369.970831158285,15,0.1,"[100, 101, 102, 103, 104]",
0,5,2.400000000000001,False,False,16297.740285619351,15,0.1,"[100, 101, 102, 103, 104]",
0,5,2.500000000000001,False,False,16238.61557507037,15,0.1,"[100, 101, 102, 103, 104]",
0,5,2.600000000000001,False,False,16190.218538312996,15,0.1,"[100, 101, 102, 103, 104]",
0,5,2.700000000000001,False,False,16150.60310181771,15,0.1,"[100, 101, 102, 103, 104]",
0,5,2.800000000000001,False,False,16118.175753258243,15,0.1,"[100, 101, 102, 103, 104]",
0,5,2.9000000000000012,False,False,16091.651360732309,15,0.1,"[100, 101, 102, 103, 104]",
0,5,3.0000000000000013,False,False,16070.01793864528,15,0.1,"[100, 101, 102, 103, 104]",
0,5,3.1000000000000014,False,False,16052.432963599147,15,0.1,"[100, 101, 102, 103, 104]",
0,5,3.2000000000000015,False,False,16038.166172081701,15,0.1,"[100, 101, 102, 103, 104]",
0,5,3.3000000000000016,False,False,16026.59064297618,15,0.1,"[100, 101, 102, 103, 104]",
0,5,3.4000000000000017,False,False,16017.19617624802,15,0.1,"[100, 101, 102, 103, 104]",
0,5,3.5000000000000018,False,False,16009.570097625012,15,0.1,"[100, 101, 102, 103, 104]",
0,5,3.600000000000002,False,False,16003.378123795785,15,0.1,"[100, 101, 102, 103, 104]",
0,5,3.700000000000002,False,False,15998.3525734009,15,0.1,"[100, 101, 102, 103, 104]",
0,5,3.800000000000002,False,False,15994.278356608722,15,0.1,"[100, 101, 102, 103, 104]",
0,5,3.900000000000002,False,False,15990.981847014114,15,0.1,"[100, 101, 102, 103, 104]",
0,5,4.000000000000002,False,False,15988.320904229633,15,0.1,"[100, 101, 102, 103, 104]",
0,5,4.100000000000001,False,False,15986.17958472817,15,0.1,"[100, 101, 102, 103, 104]",
0,5,4.200000000000001,False,False,15984.462114872405,15,0.1,"[100, 101, 102, 103, 104]",
0,5,4.300000000000001,False,False,15983.090064687522,15,0.1,"[100, 101, 102, 103, 104]",
0,5,4.4,False,False,15981.998804686098,15,0.1,"[100, 101, 102, 103, 104]",
0,5,4.5,False,False,15981.135083250665,15,0.1,"[100, 101, 102, 103, 104]",
0,5,4.6,False,False,15980.454709122263,15,0.1,"[100, 101, 102, 103, 104]",
0,5,4.699999999999999,False,False,15979.920948230056,15,0.1,"[100, 101, 102, 103, 104]",
0,5,4.799999999999999,False,False,15979.502878243376,15,0.1,"[100, 101, 102, 103, 104]",
0,5,4.899999999999999,False,False,15979.174314364622,15,0.1,"[100, 101, 102, 103, 104]",
0,5,4.999999999999998,False,False,15978.912796523606,15,0.1,"[100, 101, 102, 103, 104]",
0,5,5.099999999999998,False,False,15978.700371607758,15,0.1,"[100, 101, 102, 103, 104]",
0,5,5.1999999999999975,False,False,15978.526455117215,15,0.1,"[100, 101, 102, 103, 104]",
0,5,5.299999999999997,False,False,15978.384102041415,15,0.1,"[100, 101, 102, 103, 104]",
0,5,5.399999999999997,False,False,15978.267605554642,15,0.1,"[100, 101, 102, 103, 104]",
0,5,5.4999999999999964,False,False,15978.172191862795,15,0.1,"[100, 101, 102, 103, 104]",
0,5,5.599999999999996,False,False,15978.093951337925,15,0.1,"[100, 101, 102, 103, 104]",
0,5,5.699999999999996,False,False,15978.030035303074,15,0.1,"[100, 101, 102, 103, 104]",
0,5,5.799999999999995,False,False,15977.977738815862,15,0.1,"[100, 101, 102, 103, 104]",
0,5,5.899999999999995,False,False,15977.93488564134,15,0.1,"[100, 101, 102, 103, 104]",
0,5,5.999999999999995,False,False,15977.899681888815,15,0.1,"[100, 101, 102, 103, 104]",
0,5,6.099999999999994,False,False,15977.870987328024,15,0.1,"[100, 101, 102, 103, 104]",
0,5,6.199999999999994,False,False,15977.847520206857,15,0.1,"[100, 101, 102, 103, 104]",
0,5,6.299999999999994,False,False,15977.828267332448,15,0.1,"[100, 101, 102, 103, 104]",
0,5,6.399999999999993,False,False,15977.812394823226,15,0.1,"[100, 101, 102, 103, 104]",
0,5,6.499999999999993,False,False,15977.799524015425,15,0.1,"[100, 101, 102, 103, 104]",
0,5,6.5999999999999925,False,False,15977.788955899912,15,0.1,"[100, 101, 102, 103, 104]",
0,5,6.699999999999992,False,False,15977.780321960454,15,0.1,"[100, 101, 102, 103, 104]",
0,5,6.799999999999992,False,False,15977.7732796771,15,0.1,"[100, 101, 102, 103, 104]",
0,5,6.8999999999999915,False,False,15977.767487490164,15,0.1,"[100, 101, 102, 103, 104]",
0,5,6.999999999999991,False,False,15977.762633225067,15,0.1,"[100, 101, 102, 103, 104]",
0,5,7.099999999999991,False,False,15977.758764935024,15,0.1,"[100, 101, 102, 103, 104]",
0,5,7.19999999999999,False,False,15977.75557183493,15,0.1,"[100, 101, 102, 103, 104]",
0,5,7.29999999999999,False,False,15977.752988433116,15,0.1,"[100, 101, 102, 103, 104]",
0,5,7.39999999999999,False,False,15977.75088785678,15,0.1,"[100, 101, 102, 103, 104]",
0,5,7.499999999999989,False,False,15977.74913094604,15,0.1,"[100, 101, 102, 103, 104]",
0,5,7.599999999999989,False,False,15977.747643120165,15,0.1,"[100, 101, 102, 103, 104]",
0,5,7.699999999999989,False,False,15977.746477702205,15,0.1,"[100, 101, 102, 103, 104]",
0,5,7.799999999999988,False,False,15977.745418170007,15,0.1,"[100, 101, 102, 103, 104]",
0,5,7.899999999999988,False,False,15977.744648210091,15,0.1,"[100, 101, 102, 103, 104]",
0,5,7.999999999999988,False,False,15977.743990303086,15,0.1,"[100, 101, 102, 103, 104]",
0,5,8.099999999999987,False,False,15977.743482740252,15,0.1,"[100, 101, 102, 103, 104]",
0,5,8.199999999999987,False,False,15977.743041235448,15,0.1,"[100, 101, 102, 103, 104]",
0,5,8.299999999999986,False,False,15977.742708983109,15,0.1,"[100, 101, 102, 103, 104]",
0,5,8.399999999999986,False,False,15977.742395490814,15,0.1,"[100, 101, 102, 103, 104]",
0,5,8.499999999999986,False,False,15977.742147768693,15,0.1,"[100, 101, 102, 103, 104]",
0,5,8.599999999999985,False,False,15977.741938082194,15,0.1,"[100, 101, 102, 103, 104]",
0,5,8.699999999999985,False,False,15977.741792263485,15,0.1,"[100, 101, 102, 103, 104]",
0,5,8.799999999999985,False,False,15977.741649347417,15,0.1,"[100, 101, 102, 103, 104]",
0,5,8.899999999999984,False,False,15977.741554918834,15,0.1,"[100, 101, 102, 103, 104]",
0,5,8.999999999999984,False,False,15977.741451604388,15,0.1,"[100, 101, 102, 103, 104]",
0,5,9.099999999999984,False,False,15977.74139114679,15,0.1,"[100, 101, 102, 103, 104]",
0,5,9.199999999999983,False,False,15977.74135633016,15,0.1,"[100, 101, 102, 103, 104]",
0,5,9.299999999999983,False,False,15977.741313124667,15,0.1,"[100, 101, 102, 103, 104]",
0,5,9.399999999999983,False,False,15977.741214469033,15,0.1,"[100, 101, 102, 103, 104]",
0,5,9.499999999999982,False,False,15977.74115036553,15,0.1,"[100, 101, 102, 103, 104]",
0,5,9.599999999999982,False,False,15977.741072765079,15,0.1,"[100, 101, 102, 103, 104]",
0,5,9.699999999999982,False,False,15977.741068394676,15,0.1,"[100, 101, 102, 103, 104]",
0,5,9.799999999999981,False,False,15977.741035656485,15,0.1,"[100, 101, 102, 103, 104]",
0,5,9.89999999999998,False,False,15977.741029492854,15,0.1,"[100, 101, 102, 103, 104]",
0,5,9.99999999999998,False,False,15977.741001885197,15,0.1,"[100, 101, 102, 103, 104]",
0,10,0.1,False,False,134384.94561925947,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,0.2,False,False,117516.51153227953,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,0.30000000000000004,False,False,99911.45431716483,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,0.4,False,False,87521.37036248714,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,0.5,False,False,78236.78951951824,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,0.6,False,False,67649.422479894,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,0.7,False,False,44209.96092300906,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,0.7999999999999999,False,False,36188.34613872867,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,0.8999999999999999,False,False,29623.128200777366,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,0.9999999999999999,False,False,18333.708608043456,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,1.0999999999999999,False,False,14199.008797166003,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,1.2,False,False,11623.51910242309,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,1.3,False,False,9725.205077888155,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,1.4000000000000001,False,False,7961.198270883695,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,1.5000000000000002,False,False,6517.15580322574,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,1.6000000000000003,False,False,5335.041014892757,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,1.7000000000000004,False,False,4367.344191365128,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,1.8000000000000005,False,False,3575.1731458202275,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,1.9000000000000006,False,False,2926.6901374300996,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,2.0000000000000004,False,False,2749.0344810142287,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,2.1000000000000005,False,False,2250.4022032775565,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,2.2000000000000006,False,False,1842.2141340661053,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,2.3000000000000007,False,False,1564.290934779008,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,2.400000000000001,False,False,1280.552258078039,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,2.500000000000001,False,False,1048.2795321644958,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,2.600000000000001,False,False,858.1376032353011,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,2.700000000000001,False,False,702.484574276489,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,2.800000000000001,False,False,575.0646739763133,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,2.9000000000000012,False,False,470.7568343982983,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,3.0000000000000013,False,False,385.36887283424824,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,3.1000000000000014,False,False,315.469005945831,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,3.2000000000000015,False,False,258.2479246976293,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,3.3000000000000016,False,False,211.40588681973117,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,3.4000000000000017,False,False,141.37979516503628,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,3.5000000000000018,False,False,115.73580760364378,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,3.600000000000002,False,False,94.74326109678844,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,3.700000000000002,False,False,77.55845193525818,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,3.800000000000002,False,False,63.490712067032376,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
0,10,3.900000000000002,False,False,51.974650635203055,15,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",
