i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,ids,radius,centralized,t_solve
5,7,3.3000000000000016,0,True,32.09989556391621,10,0.1,0.25,True,26.90301389998058,
6,7,3.1000000000000014,0,True,45.509007713133755,10,0.1,0.25,True,24.705805900041014,
7,7,2.9000000000000012,0,True,47.99463457634609,10,0.1,0.25,True,21.113088299985975,
8,7,0,1,False,None,10,0.1,0.25,True,None,
9,7,0,1,False,None,10,0.1,0.25,True,None,
10,7,3.1000000000000014,0,True,31.664325414435375,10,0.1,0.25,True,25.363714599981904,
11,7,2.9000000000000012,0,True,83.4257603257269,10,0.1,0.25,True,34.63874450000003,
12,7,2.800000000000001,0,True,44.1057683949468,10,0.1,0.25,True,35.16863100003684,
13,7,0,1,False,None,10,0.1,0.25,True,None,
14,7,3.0000000000000013,0,True,72.18699644079427,10,0.1,0.25,True,27.156301799986977,
15,7,3.2000000000000015,0,True,42.189876534606896,10,0.1,0.25,True,25.495836599962786,
16,7,3.1000000000000014,0,True,63.84791330376591,10,0.1,0.25,True,38.226041899994016,
17,7,2.9000000000000012,0,True,36.52527108150696,10,0.1,0.25,True,20.33715040003881,
18,7,3.2000000000000015,0,True,42.971135728467324,10,0.1,0.25,True,28.94618820003234,
19,7,3.2000000000000015,0,True,36.2952540342516,10,0.1,0.25,True,25.311333300021943,
20,7,0,1,False,None,10,0.1,0.25,True,None,
21,7,0,1,False,None,10,0.1,0.25,True,None,
22,7,4.100000000000001,0,True,36.13446708489314,10,0.1,0.25,True,65.65333330002613,
23,7,3.2000000000000015,0,True,37.271937343246066,10,0.1,0.25,True,31.646726900013164,
24,7,2.700000000000001,0,True,79.09691627823271,10,0.1,0.25,True,36.21885430003749,
25,7,3.1000000000000014,0,True,42.18183904263341,10,0.1,0.25,True,32.793536000011954,
26,7,2.9000000000000012,0,True,36.25818765125659,10,0.1,0.25,True,24.143957299995236,
27,7,3.2000000000000015,0,True,73.85419406406135,10,0.1,0.25,True,39.06946229998721,
28,7,0,1,False,None,10,0.1,0.25,True,None,
29,7,3.2000000000000015,0,True,38.091992366529304,10,0.1,0.25,True,29.337191200000234,
0,8,0,1,False,None,10,0.1,0.25,True,None,
1,8,3.0000000000000013,0,True,34.409620316697044,10,0.1,0.25,True,44.283969399984926,
2,8,4.799999999999999,0,True,38.04317579992089,10,0.1,0.25,True,88.5070653000148,
3,8,0,1,False,None,10,0.1,0.25,True,None,
4,8,3.800000000000002,0,True,52.6770405530631,10,0.1,0.25,True,122.09524549997877,
5,8,3.3000000000000016,0,True,39.261085125672274,10,0.1,0.25,True,34.73288570001023,
6,8,0,1,False,None,10,0.1,0.25,True,None,
7,8,3.4000000000000017,0,True,30.76931628070104,10,0.1,0.25,True,45.37297010002658,
8,8,3.0000000000000013,0,True,57.817937930627245,10,0.1,0.25,True,37.468153599998914,
9,8,3.0000000000000013,0,True,34.13645961735965,10,0.1,0.25,True,48.81531180004822,
10,8,2.9000000000000012,0,True,60.905414425923304,10,0.1,0.25,True,49.24326540000038,
11,8,3.3000000000000016,0,True,34.55044974281093,10,0.1,0.25,True,34.832818800001405,
12,8,3.1000000000000014,0,True,53.027991568245355,10,0.1,0.25,True,39.17562739999266,
13,8,3.3000000000000016,0,True,82.89369170811048,10,0.1,0.25,True,72.9075875999988,
14,8,3.2000000000000015,0,True,51.32564076327386,10,0.1,0.25,True,95.72752640000544,
15,8,0,1,False,None,10,0.1,0.25,True,None,
16,8,0,1,False,None,10,0.1,0.25,True,None,
17,8,0,1,False,None,10,0.1,0.25,True,None,
18,8,2.9000000000000012,0,True,72.776047838928,10,0.1,0.25,True,66.64321700000437,
19,8,0,1,False,None,10,0.1,0.25,True,None,
20,8,3.5000000000000018,0,True,37.667656247187274,10,0.1,0.25,True,60.93137549998937,
21,8,3.600000000000002,0,True,22.435747194223083,10,0.1,0.25,True,72.71854450000683,
22,8,0,1,False,None,10,0.1,0.25,True,None,
23,8,0,1,False,None,10,0.1,0.25,True,None,
24,8,0,1,False,None,10,0.1,0.25,True,None,
25,8,2.600000000000001,0,True,61.09162575065617,10,0.1,0.25,True,25.335963800025638,
26,8,3.2000000000000015,0,True,63.69255919571363,10,0.1,0.25,True,95.86616099998355,
27,8,0,1,False,None,10,0.1,0.25,True,None,
28,8,0,1,False,None,10,0.1,0.25,True,None,
29,8,0,1,False,None,10,0.1,0.25,True,None,
0,9,0,1,False,None,10,0.1,0.2,True,None,
1,9,2.9000000000000012,0,True,59.48221857855245,10,0.1,0.2,True,61.03915079997387,
2,9,3.2000000000000015,0,True,42.65216746503396,10,0.1,0.2,True,81.38518839998869,
3,9,0,1,False,None,10,0.1,0.2,True,None,
4,9,3.2000000000000015,0,True,41.77743215829177,10,0.1,0.2,True,89.04141790000722,
5,9,0,1,False,None,10,0.1,0.2,True,None,
6,9,0,1,False,None,10,0.1,0.2,True,None,
7,9,2.800000000000001,0,True,76.87192116337314,10,0.1,0.2,True,54.71860290004406,
8,9,3.4000000000000017,0,True,48.28446582625632,10,0.1,0.2,True,74.69783849996747,
9,9,3.0000000000000013,0,True,63.88129095259268,10,0.1,0.2,True,64.42192039999645,
10,9,0,1,False,None,10,0.1,0.2,True,None,
11,9,0,1,False,None,10,0.1,0.2,True,None,
12,9,0,1,False,None,10,0.1,0.2,True,None,
13,9,2.9000000000000012,0,True,51.1145175082483,10,0.1,0.2,True,78.4271925999783,
14,9,0,1,False,None,10,0.1,0.2,True,None,
15,9,0,1,False,None,10,0.1,0.2,True,None,
16,9,3.0000000000000013,0,True,58.94507481033172,10,0.1,0.2,True,50.55356860003667,
17,9,3.2000000000000015,0,True,51.693268875366336,10,0.1,0.2,True,57.50846979999915,
18,9,3.3000000000000016,0,True,32.2271189710618,10,0.1,0.2,True,53.307517000008374,
19,9,0,1,False,None,10,0.1,0.2,True,None,
20,9,3.1000000000000014,0,True,45.401754987829555,10,0.1,0.2,True,50.61690090002958,
21,9,2.3000000000000007,1,False,None,10,0.1,0.2,True,None,
22,9,8.699999999999985,1,False,None,10,0.1,0.2,True,None,
23,9,0,1,False,None,10,0.1,0.2,True,None,
24,9,0,1,False,None,10,0.1,0.2,True,None,
25,9,3.2000000000000015,0,True,47.95648801960186,10,0.1,0.2,True,71.97484860004624,
26,9,0,1,False,None,10,0.1,0.2,True,None,
27,9,0,1,False,None,10,0.1,0.2,True,None,
28,9,3.0000000000000013,0,True,53.92876882237443,10,0.1,0.2,True,61.26135779998731,
29,9,3.0000000000000013,1,False,None,10,0.1,0.2,True,None,
0,10,0,1,False,None,10,0.1,0.2,True,None,
1,10,3.0000000000000013,0,True,55.257911783442154,10,0.1,0.2,True,85.01664719998371,
2,10,0,1,False,None,10,0.1,0.2,True,None,
3,10,2.9000000000000012,0,True,107.20409216119393,10,0.1,0.2,True,112.99834289995488,
4,10,3.4000000000000017,0,True,62.990063989608345,10,0.1,0.2,True,99.60746840003412,
5,10,0,1,False,None,10,0.1,0.2,True,None,
6,10,3.2000000000000015,0,True,86.13160448415167,10,0.1,0.2,True,102.6395249000052,
7,10,2.9000000000000012,0,True,59.28128688755251,10,0.1,0.2,True,42.96937229996547,
8,10,0,1,False,None,10,0.1,0.2,True,None,
9,10,3.0000000000000013,0,True,62.824091042909195,10,0.1,0.2,True,76.42387270001927,
10,10,3.0000000000000013,0,True,66.91135152566387,10,0.1,0.2,True,88.69456259999424,
11,10,2.9000000000000012,0,True,60.76017450623789,10,0.1,0.2,True,101.72573720000219,
12,10,0,1,False,None,10,0.1,0.2,True,None,
13,10,0,1,False,None,10,0.1,0.2,True,None,
14,10,0,1,False,None,10,0.1,0.2,True,None,
15,10,0,1,False,None,10,0.1,0.2,True,None,
16,10,0,1,False,None,10,0.1,0.2,True,None,
17,10,3.2000000000000015,0,True,42.694250215822976,10,0.1,0.2,True,61.53761579998536,
18,10,4.200000000000001,0,True,37.572208455665475,10,0.1,0.2,True,129.28748200001428,
19,10,3.1000000000000014,0,True,43.06440156195342,10,0.1,0.2,True,56.346468699979596,
20,10,0,1,False,None,10,0.1,0.2,True,None,
21,10,0,1,False,None,10,0.1,0.2,True,None,
22,10,0,1,False,None,10,0.1,0.2,True,None,
23,10,0,1,False,None,10,0.1,0.2,True,None,
24,10,0,1,False,None,10,0.1,0.2,True,None,
25,10,0,1,False,None,10,0.1,0.2,True,None,
26,10,0,1,False,None,10,0.1,0.2,True,None,
27,10,0,1,False,None,10,0.1,0.2,True,None,
28,10,2.9000000000000012,0,True,59.761089950108214,10,0.1,0.2,True,90.81337430002168,
29,10,0,1,False,None,10,0.1,0.2,True,None,
