i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,ids,radius,centralized,t_solve
0,3,2.9000000000000012,0,True,25.083057432512444,10,0.1,"[100, 101, 102]",0.4,False,4.017378875,
1,3,2.700000000000001,0,True,39.02404358077118,10,0.1,"[100, 101, 102]",0.4,False,6.879951999999999,
2,3,3.4000000000000017,0,True,19.672632059406006,10,0.1,"[100, 101, 102]",0.4,False,4.571207625000001,
3,3,3.0000000000000013,0,True,25.462073753281018,10,0.1,"[100, 101, 102]",0.4,False,5.915321207999998,
4,3,2.600000000000001,0,True,20.460999946097886,10,0.1,"[100, 101, 102]",0.4,False,4.594324583000002,
5,3,2.9000000000000012,0,True,22.56097485649267,10,0.1,"[100, 101, 102]",0.4,False,5.120868499999997,
6,3,2.800000000000001,0,True,22.83165072872376,10,0.1,"[100, 101, 102]",0.4,False,3.4898876250000015,
7,3,3.1000000000000014,0,True,29.829260904358094,10,0.1,"[100, 101, 102]",0.4,False,5.301511542,
8,3,2.3000000000000007,0,True,66.52125899442945,10,0.1,"[100, 101, 102]",0.4,False,4.7349171249999955,
9,3,2.600000000000001,0,True,50.73017626343017,10,0.1,"[100, 101, 102]",0.4,False,9.863100582999998,
10,3,2.800000000000001,0,True,24.632044945339878,10,0.1,"[100, 101, 102]",0.4,False,5.007629458000004,
11,3,2.600000000000001,0,True,40.35758500617638,10,0.1,"[100, 101, 102]",0.4,False,6.734741417000002,
12,3,2.800000000000001,0,True,20.048972661693895,10,0.1,"[100, 101, 102]",0.4,False,3.509580249999999,
13,3,1.7000000000000004,0,True,30.25777291867378,10,0.1,"[100, 101, 102]",0.4,False,2.126654166999998,
14,3,3.2000000000000015,0,True,24.92881239055809,10,0.1,"[100, 101, 102]",0.4,False,6.1836618749999985,
15,3,3.0000000000000013,0,True,30.02771780590982,10,0.1,"[100, 101, 102]",0.4,False,5.415377249999992,
16,3,4.999999999999998,50,False,0,10,0.1,"[100, 101, 102]",0.4,False,None,
17,3,2.9000000000000012,0,True,23.55755917681367,10,0.1,"[100, 101, 102]",0.4,False,3.656070334000006,
18,3,2.600000000000001,0,True,91.77938102026151,10,0.1,"[100, 101, 102]",0.4,False,7.87185229100001,
19,3,3.0000000000000013,0,True,21.82456943191516,10,0.1,"[100, 101, 102]",0.4,False,5.448763833000001,
20,3,2.600000000000001,0,True,26.882266085495097,10,0.1,"[100, 101, 102]",0.4,False,3.2233143340000083,
21,3,4.999999999999998,0,False,300.3027252888247,10,0.1,"[100, 101, 102]",0.4,False,None,
22,3,2.700000000000001,0,True,17.311098220787873,10,0.1,"[100, 101, 102]",0.4,False,3.3889201249999985,
23,3,2.800000000000001,0,True,21.516660907933556,10,0.1,"[100, 101, 102]",0.4,False,3.50092137499999,
24,3,3.0000000000000013,0,True,19.712370804909078,10,0.1,"[100, 101, 102]",0.4,False,3.749993958999994,
25,3,2.400000000000001,0,True,65.01188215430226,10,0.1,"[100, 101, 102]",0.4,False,8.692301375,
26,3,2.800000000000001,0,True,20.093801798983307,10,0.1,"[100, 101, 102]",0.4,False,3.6097760840000035,
27,3,3.2000000000000015,0,True,21.419068578252936,10,0.1,"[100, 101, 102]",0.4,False,6.251037916999991,
28,3,3.2000000000000015,0,True,31.86025183905717,10,0.1,"[100, 101, 102]",0.4,False,7.419973959000004,
29,3,2.9000000000000012,0,True,24.981069530649908,10,0.1,"[100, 101, 102]",0.4,False,3.7446346250000033,
0,4,3.0000000000000013,0,True,32.70802305473022,10,0.1,"[100, 101, 102, 103]",0.4,False,6.360146499999985,
1,4,2.9000000000000012,0,True,57.89228539508955,10,0.1,"[100, 101, 102, 103]",0.4,False,16.22708608299999,
2,4,2.600000000000001,0,True,23.573817346132426,10,0.1,"[100, 101, 102, 103]",0.4,False,5.155570124999997,
3,4,3.2000000000000015,0,True,68.55458199994494,10,0.1,"[100, 101, 102, 103]",0.4,False,17.756414458999984,
4,4,3.1000000000000014,0,True,42.92883651925931,10,0.1,"[100, 101, 102, 103]",0.4,False,11.135803958000025,
5,4,2.800000000000001,0,True,30.79716329603724,10,0.1,"[100, 101, 102, 103]",0.4,False,6.444664166999985,
6,4,4.999999999999998,44,False,0,10,0.1,"[100, 101, 102, 103]",0.4,False,None,
7,4,2.600000000000001,0,True,74.40271749899034,10,0.1,"[100, 101, 102, 103]",0.4,False,10.074528541999996,
8,4,3.0000000000000013,0,True,53.68519436372152,10,0.1,"[100, 101, 102, 103]",0.4,False,8.878341207999995,
9,4,2.700000000000001,0,True,140.52382966117824,10,0.1,"[100, 101, 102, 103]",0.4,False,17.720414875000017,
10,4,3.1000000000000014,0,True,44.64822941512977,10,0.1,"[100, 101, 102, 103]",0.4,False,12.980756457999973,
11,4,2.700000000000001,0,True,47.355688133889416,10,0.1,"[100, 101, 102, 103]",0.4,False,8.598783792000006,
12,4,3.2000000000000015,0,True,21.631382609279214,10,0.1,"[100, 101, 102, 103]",0.4,False,9.162910624999995,
13,4,2.800000000000001,0,True,54.790351286783476,10,0.1,"[100, 101, 102, 103]",0.4,False,10.456764292000003,
14,4,2.500000000000001,0,True,55.17779347884454,10,0.1,"[100, 101, 102, 103]",0.4,False,8.526116666999997,
15,4,2.800000000000001,0,True,27.011639946860615,10,0.1,"[100, 101, 102, 103]",0.4,False,5.521303875000001,
16,4,2.800000000000001,0,True,48.648054104440256,10,0.1,"[100, 101, 102, 103]",0.4,False,8.701790165999967,
17,4,2.700000000000001,0,True,53.353057529824,10,0.1,"[100, 101, 102, 103]",0.4,False,7.605937665999988,
18,4,2.700000000000001,0,True,29.561736997718107,10,0.1,"[100, 101, 102, 103]",0.4,False,4.49289295799997,
