i_trial, n_agents, t, converged, obj_trj,T,dt,radius,         SOVA_admm ,t_solve_avg, t_solve_std, MAX_ITER, dist_to_goal
0,3,1.4000000000000001,True,750.1275447090364,8,0.1,0.5,centralized_mpc,0.25021158571481855, 0.49348820020761924, None,[0.093 0.009 0.095],
0,3,1.5000000000000002,True,1536.2256713895326,8,0.1,0.5,True,0.09887674222150558,0.021057694022581886,1,[0.082 0.005 0.072],
0,3,0.9999999999999999,True,458.2750534639367,8,0.1,0.5,centralized_mpc,0.10023522000119556, 0.01096341293926681, None,[0.081 0.057 0.056],
0,3,0.9999999999999999,True,481.1774226212984,8,0.1,0.5,True,0.1639835800003008,0.04253898623039502,2,[0.083 0.057 0.057],
0,3,1.2,True,698.4855645801283,8,0.1,0.5,centralized_mpc,0.09755034999943746, 0.010810970613635186, None,[0.081 0.082 0.098],
0,3,1.3,True,762.6746718065282,8,0.1,0.5,True,0.24329615897369922,0.06341138309487729,3,[0.065 0.096 0.071],
0,3,1.7000000000000004,True,877.4638228751775,8,0.1,0.5,centralized_mpc,0.11351917058816659, 0.02788478941507743, None,[0.037 0.095 0.054],
0,3,1.8000000000000005,True,1544.9840751874997,8,0.1,0.5,True,0.3843963203705951,0.08044618795925468,4,[0.033 0.097 0.06 ],
0,3,1.4000000000000001,True,616.8540277702789,8,0.1,0.5,centralized_mpc,0.1099715642864924, 0.02027640902592878, None,[0.033 0.094 0.073],
0,3,1.5000000000000002,True,699.584476510859,8,0.1,0.5,True,0.6155443444445459,0.127267816182321,5,[0.034 0.099 0.076],
0,3,0.9999999999999999,True,425.5737710756195,8,0.1,0.5,centralized_mpc,0.0995186600019224, 0.010315386630125753, None,[0.044 0.075 0.053],
0,3,0.9999999999999999,True,431.82822568294154,8,0.1,0.5,True,0.4263146666666823,0.00480904351014116,10,[0.048 0.077 0.055],
1,3,1.4000000000000001,True,766.0940907700556,8,0.1,0.5,centralized_mpc,0.10626995714223345, 0.02229572929009593, None,[0.054 0.089 0.056],
