i_trial, n_agents, t, converged, obj_trj,T,dt,radius,         SOVA_admm ,t_solve_avg, t_solve_std, MAX_ITER, dist_to_goal
6,3,1.3,True,730.3553241018832,8,0.1,0.2,ilqr,"[100, 101, 102]","0.005853253846161794","0.001624448925372848","[[100], [101], [102]]","[0.09401840978098626, 0.03170847164014329, 0.07295705565319471]"
6,3,1.4000000000000001,True,725.3136971626897,8,0.1,0.2,centralized_mpc,0.1022215428571209, 0.01626173777242696, 3,[0.096 0.021 0.056],
6,3,1.5000000000000002,True,721.6937909668983,8,0.1,0.2,True,0.1521664155555603,0.0038749750825029326,3,[0.078 0.016 0.046],
7,3,0.9999999999999999,True,536.7474660722424,8,0.1,0.2,ilqr,"[100, 101, 102]","0.0034566899999542025","0.00021865222157894392","[[100], [101], [102]]","[0.08030284242995642, 0.09991257177249911, 0.0745770064308597]"
7,3,1.0999999999999999,True,501.5088655733363,8,0.1,0.2,centralized_mpc,0.10135449090913343, 0.009359863111010098, 3,[0.053 0.086 0.048],
7,3,1.0999999999999999,True,506.67007808066273,8,0.1,0.2,True,0.1501810969696938,0.004216723446641388,3,[0.055 0.09  0.049],
8,3,1.4000000000000001,True,830.6723301222453,8,0.1,0.2,ilqr,"[100, 101, 102]","0.007658804761896526","0.0021434334278877193","[[100], [101], [102]]","[0.057306069723504126, 0.08703110464287475, 0.052027915739643986]"
8,3,1.5000000000000002,True,770.8081154264336,8,0.1,0.2,centralized_mpc,0.10655171333331358, 0.014251681964671185, 3,[0.047 0.082 0.04 ],
8,3,1.5000000000000002,True,800.9330934186017,8,0.1,0.2,True,0.17863766666664055,0.02259341705505157,3,[0.043 0.078 0.046],
9,3,1.0999999999999999,True,666.8915549727573,8,0.1,0.2,ilqr,"[100, 101, 102]","0.004818699999938844","0.0014984530085680066","[[100], [101], [102]]","[0.07042398340926896, 0.0611964126875852, 0.09817493126133736]"
9,3,1.2,True,523.4918396764242,8,0.1,0.2,centralized_mpc,0.10697146666670203, 0.02699998225520971, 3,[0.046 0.051 0.076],
9,3,1.2,True,528.1382688614202,8,0.1,0.2,True,0.16655866388890042,0.014522490283935839,3,[0.045 0.057 0.076],
10,3,1.3,True,638.225872252615,8,0.1,0.2,ilqr,"[100, 101, 102]","0.005864307692310179","0.0011603449396218675","[[100], [101], [102]]","[0.03079912880444857, 0.0745686888544429, 0.08196434404008639]"
10,3,1.4000000000000001,True,667.058993731054,8,0.1,0.2,centralized_mpc,0.10813312142850659, 0.017273514083013166, 3,[0.021 0.066 0.08 ],
10,3,1.4000000000000001,True,671.3214441613325,8,0.1,0.2,True,0.1585168833333531,0.009226395540842492,3,[0.025 0.07  0.084],
11,3,1.2,True,653.2768749113034,8,0.1,0.2,ilqr,"[100, 101, 102]","0.0037029222221968265","0.00042787304372228415","[[100], [101], [102]]","[0.06761849709548529, 0.061884421858717974, 0.08473464641333478]"
11,3,1.2,True,664.3940172564869,8,0.1,0.2,centralized_mpc,0.10278069999996357, 0.011103304701742969, 3,[0.067 0.064 0.093],
11,3,1.2,True,671.1665166696308,8,0.1,0.2,True,0.1514279666667259,0.003232321835361512,3,[0.066 0.07  0.098],
12,3,1.2,True,954.8341491603445,8,0.1,0.2,ilqr,"[100, 101, 102]","0.008450583333342367","0.004650461624635065","[[100], [101], [102]]","[0.08889296679760593, 0.07828374791120754, 0.05076351046624148]"
12,3,1.4000000000000001,True,756.8653991359746,8,0.1,0.2,centralized_mpc,0.11230921428572012, 0.021567640785796663, 3,[0.083 0.061 0.026],
12,3,1.4000000000000001,True,772.3394445973411,8,0.1,0.2,True,0.1681059309523681,0.013265072931871522,3,[0.078 0.053 0.029],
13,3,1.3,True,851.653960430419,8,0.1,0.2,ilqr,"[100, 101, 102]","0.00567856153842373","0.0014536197742853081","[[100], [101], [102]]","[0.08165314183756663, 0.06864328012589847, 0.018086510722497343]"
13,3,1.3,True,663.6386385143924,8,0.1,0.2,centralized_mpc,0.10754873076925484, 0.015040947280083048, 3,[0.085 0.068 0.027],
13,3,1.3,True,710.5349586072741,8,0.1,0.2,True,0.18036223846152447,0.02185152946895056,3,[0.077 0.071 0.028],
14,3,1.4000000000000001,True,745.061488695654,8,0.1,0.2,ilqr,"[100, 101, 102]","0.004421392857130697","0.0011933913867809283","[[100], [101], [102]]","[0.051315948634796896, 0.08333315635384705, 0.0341461153152121]"
14,3,1.5000000000000002,True,732.2081576027097,8,0.1,0.2,centralized_mpc,0.10936435333333065, 0.01726337046450251, 3,[0.038 0.077 0.02 ],
14,3,1.5000000000000002,True,740.4528692950247,8,0.1,0.2,True,0.16038041111111548,0.009490209239315713,3,[0.042 0.084 0.025],
15,3,1.2,True,585.8200302100607,8,0.1,0.2,ilqr,"[100, 101, 102]","0.0037880888889074214","0.0003075781747913725","[[100], [101], [102]]","[0.08526002848244685, 0.07716763898194745, 0.0694945843744642]"
15,3,1.2,True,613.3061135142964,8,0.1,0.2,centralized_mpc,0.10026394166667767, 0.012637116505810151, 3,[0.092 0.084 0.073],
15,3,1.2,True,620.746513681873,8,0.1,0.2,True,0.1591332805555415,0.006078070305872191,3,[0.097 0.089 0.076],
16,3,1.4000000000000001,True,952.6632610841755,8,0.1,0.2,ilqr,"[100, 101, 102]","0.012416071428571653","0.0030721086904726153","[[100, 102], [101], [100, 102]]","[0.038695389156873296, 0.03703382695812864, 0.0944444961956399]"
16,3,1.2,True,532.6589733143188,8,0.1,0.2,centralized_mpc,0.12158355833325156, 0.025535170926031418, 3,[0.032 0.057 0.091],
16,3,1.3,True,550.8652515228126,8,0.1,0.2,True,0.2094060871793842,0.04225631632691136,3,[0.045 0.044 0.084],
17,3,0.8999999999999999,True,1143.512770013769,8,0.1,0.2,ilqr,"[100, 101, 102]","0.02939851851846874","0.003869441367308622","[[100, 101, 102], [100, 101, 102], [100, 101, 102]]","[0.09658217457988064, 0.09555736281515465, 0.06677330102688332]"
17,3,3.600000000000002,False,1208.0974142573336,8,0.1,0.2,centralized_mpc,0.11512470833337021, 0.023079962030886428, 3,[0.14  0.085 0.149],
17,3,3.600000000000002,False,1224.8165543984846,8,0.1,0.2,True,0.33789033425925175,0.07965273187451982,3,[0.136 0.091 0.135],
18,3,0.9999999999999999,True,439.0676152911653,8,0.1,0.2,ilqr,"[100, 101, 102]","0.004587886666680181","0.0004533909239341031","[[100], [101], [102]]","[0.0781991188172661, 0.04852789795535141, 0.08483059257962267]"
18,3,0.9999999999999999,True,440.6113428904282,8,0.1,0.2,centralized_mpc,0.09704117000005681, 0.013366230036829135, 3,[0.073 0.043 0.082],
18,3,0.9999999999999999,True,446.8817704077845,8,0.1,0.2,True,0.14752808666661016,0.0024804988765800453,3,[0.074 0.046 0.088],
19,3,1.3,True,690.9104098874644,8,0.1,0.2,ilqr,"[100, 101, 102]","0.004437274358993958","0.0003737426109831815","[[100], [101], [102]]","[0.05688281533558118, 0.08275755839426682, 0.06671402868869676]"
19,3,1.3,True,718.9452380026303,8,0.1,0.2,centralized_mpc,0.09822994615384371, 0.01350753963140198, 3,[0.059 0.097 0.072],
19,3,1.4000000000000001,True,699.9778989643928,8,0.1,0.2,True,0.1488558047618924,0.004078567340731133,3,[0.048 0.079 0.059],
20,3,1.3,True,729.0696054424781,8,0.1,0.2,ilqr,"[100, 101, 102]","0.005529443589647343","0.001697065553163109","[[100], [101], [102]]","[0.0187884293705117, 0.07729502921676865, 0.08550048451787713]"
20,3,1.4000000000000001,True,714.1290845855451,8,0.1,0.2,centralized_mpc,0.10356462857144574, 0.017271206169538332, 3,[0.01  0.074 0.081],
20,3,1.0999999999999999,True,787.4926239453713,8,0.1,0.2,True,0.1665852272727451,0.016498382894729074,3,[0.039 0.071 0.098],
21,3,1.2,True,1062.099950975841,8,0.1,0.2,ilqr,"[100, 101, 102]","0.008830513888912922","0.0012120156858237306","[[100], [101], [102]]","[0.09843530248119192, 0.06389251579199597, 0.09877334288719385]"
21,3,1.3,True,760.8571176255091,8,0.1,0.2,centralized_mpc,0.104033046153885, 0.01994663869612509, 3,[0.094 0.064 0.089],
21,3,1.3,True,803.3488760853287,8,0.1,0.2,True,0.19328092564104832,0.011243584378160512,3,[0.079 0.057 0.096],
22,3,1.0999999999999999,True,444.4361365944384,8,0.1,0.2,ilqr,"[100, 101, 102]","0.0035082727272862085","0.0003789877212938114","[[100], [101], [102]]","[0.05202700490214167, 0.03400948053709539, 0.07960814573468909]"
22,3,1.0999999999999999,True,444.4480028646143,8,0.1,0.2,centralized_mpc,0.09763054545456643, 0.010870148494846668, 3,[0.046 0.03  0.076],
22,3,1.0999999999999999,True,447.7783029206594,8,0.1,0.2,True,0.14734494848486673,0.004398442950276815,3,[0.048 0.032 0.078],
23,3,1.2,True,715.8812721686579,8,0.1,0.2,ilqr,"[100, 101, 102]","0.004088427777762465","0.0026382782071344003","[[100], [101], [102]]","[0.06912592154280647, 0.0785926767939498, 0.08449001483643398]"
23,3,1.2,True,694.3143329272384,8,0.1,0.2,centralized_mpc,0.10030892499995996, 0.013061646260678654, 3,[0.067 0.088 0.086],
23,3,1.2,True,701.2379567803008,8,0.1,0.2,True,0.14677897499999895,0.0026071549416199938,3,[0.072 0.093 0.088],
24,3,1.3,True,635.2392876679143,8,0.1,0.2,ilqr,"[100, 101, 102]","0.0034499589743903084","0.00040751877963316586","[[100], [101], [102]]","[0.03821606858561721, 0.05055722049633674, 0.09275009512033107]"
24,3,1.4000000000000001,True,653.9991094196478,8,0.1,0.2,centralized_mpc,0.10077423571432778, 0.01595112359611456, 3,[0.026 0.038 0.087],
24,3,1.4000000000000001,True,658.4309926834553,8,0.1,0.2,True,0.14958761904766843,0.0037144934412924706,3,[0.027 0.043 0.093],
25,3,1.2,True,552.0914876438211,8,0.1,0.2,ilqr,"[100, 101, 102]","0.003859505555624309","0.0004542958286020082","[[100], [101], [102]]","[0.05223907158952207, 0.07921810588801749, 0.04547670435475745]"
25,3,1.2,True,540.1264900446263,8,0.1,0.2,centralized_mpc,0.09985982500006685, 0.01261633535410111, 3,[0.05  0.085 0.04 ],
25,3,1.2,True,544.2049788156253,8,0.1,0.2,True,0.1480304444443669,0.003934721149526748,3,[0.052 0.089 0.041],
26,3,1.2,True,593.9825763570781,8,0.1,0.2,ilqr,"[100, 101, 102]","0.005420397222236615","0.0015584855980526901","[[100], [101], [102]]","[0.02364769043733675, 0.08591275631366944, 0.08690201900220877]"
26,3,1.3,True,585.9565268485579,8,0.1,0.2,centralized_mpc,0.1063991230769436, 0.013478111094198745, 3,[0.015 0.076 0.079],
26,3,1.3,True,590.3922278837315,8,0.1,0.2,True,0.14873824102562885,0.001990274501971935,3,[0.018 0.08  0.083],
27,3,1.2,True,676.5709811426249,8,0.1,0.2,ilqr,"[100, 101, 102]","0.005103683333370807","0.0020298772527007547","[[100], [101], [102]]","[0.0837262269217248, 0.06326764201962233, 0.04854012580655376]"
27,3,1.3,True,625.6535844541978,8,0.1,0.2,centralized_mpc,0.1162313076922426, 0.022169073163516587, 3,[0.094 0.04  0.044],
27,3,1.0999999999999999,True,705.5664970520966,8,0.1,0.2,True,0.17105246363629095,0.017242281571557487,3,[0.092 0.08  0.033],
28,3,1.0999999999999999,True,441.0728150917423,8,0.1,0.2,ilqr,"[100, 101, 102]","0.00413674242424873","0.0006414881937481751","[[100], [101], [102]]","[0.04584598765168033, 0.08428680157682883, 0.04834737839416563]"
28,3,1.0999999999999999,True,441.86227470962064,8,0.1,0.2,centralized_mpc,0.09735034545453593, 0.011187455211723185, 3,[0.041 0.085 0.049],
28,3,1.0999999999999999,True,446.5869700879633,8,0.1,0.2,True,0.1465934151515147,0.003711676052756671,3,[0.046 0.091 0.049],
29,3,1.0999999999999999,True,583.8291185215005,8,0.1,0.2,ilqr,"[100, 101, 102]","0.005399351515155682","0.0013532454148764293","[[100], [101], [102]]","[0.061309282590223654, 0.0504124065333309, 0.07404263617282622]"
29,3,0.9999999999999999,True,534.8024602256604,8,0.1,0.2,centralized_mpc,0.09454105000008894, 0.010544741638929362, 3,[0.097 0.063 0.095],
29,3,0.9999999999999999,True,542.6843037143609,8,0.1,0.2,True,0.1462452666666953,0.0026888792344378788,3,[0.099 0.064 0.099],
30,3,1.2,True,607.8505291060244,8,0.1,0.2,ilqr,"[100, 101, 102]","0.004906316666645379","0.000985610086666322","[[100], [101], [102]]","[0.058187616645517415, 0.08676037308428959, 0.06130182070019881]"
30,3,1.3,True,600.9497959677925,8,0.1,0.2,centralized_mpc,0.10028693846155735, 0.014223844508440832, 3,[0.039 0.078 0.039],
30,3,1.3,True,603.6836938581097,8,0.1,0.2,True,0.1477185410256728,0.0030452602072876624,3,[0.041 0.083 0.038],
31,3,1.2,True,649.8118327598638,8,0.1,0.2,ilqr,"[100, 101, 102]","0.0048320944444589665","0.0014106251217435588","[[100], [101], [102]]","[0.06153227819604267, 0.06772281932140331, 0.09812585659381357]"
31,3,1.3,True,634.5142708108361,8,0.1,0.2,centralized_mpc,0.11314816153851727, 0.027057864552815072, 3,[0.042 0.047 0.096],
31,3,1.4000000000000001,True,628.2760446103728,8,0.1,0.2,True,0.14937990476191554,0.0031601604143235928,3,[0.036 0.039 0.079],
32,3,1.0999999999999999,True,472.0219908279987,8,0.1,0.2,ilqr,"[100, 101, 102]","0.004755878787887703","0.0007114872365853871","[[100], [101], [102]]","[0.06319522108479364, 0.08202898384772878, 0.025773363524263394]"
32,3,1.0999999999999999,True,451.5793085739707,8,0.1,0.2,centralized_mpc,0.10894353636364361, 0.01975503520302904, 3,[0.062 0.084 0.023],
32,3,1.0999999999999999,True,456.2072606453895,8,0.1,0.2,True,0.1562481363636118,0.005873642489254982,3,[0.066 0.089 0.024],
33,3,1.3,True,667.0334746872177,8,0.1,0.2,ilqr,"[100, 101, 102]","0.005295858974360994","0.0012416473125669476","[[100], [101], [102]]","[0.08037793839417877, 0.07459558774233847, 0.06304342784015028]"
33,3,1.4000000000000001,True,690.5980549153941,8,0.1,0.2,centralized_mpc,0.14527243571429999, 0.022724670733555778, 3,[0.078 0.059 0.051],
33,3,1.4000000000000001,True,698.9435831809468,8,0.1,0.2,True,0.17184760238095415,0.012171317689525776,3,[0.085 0.066 0.056],
34,3,1.0999999999999999,True,560.9652654461303,8,0.1,0.2,ilqr,"[100, 101, 102]","0.004868845454535458","0.0007019288625284602","[[100], [101], [102]]","[0.08179001302488091, 0.050840629668322604, 0.09778433348488356]"
34,3,1.0999999999999999,True,573.231654499288,8,0.1,0.2,centralized_mpc,0.12270090000005109, 0.02613297193014033, 3,[0.081 0.047 0.095],
34,3,1.0999999999999999,True,579.1218604901921,8,0.1,0.2,True,0.14996387575759704,0.002418414971629212,3,[0.084 0.047 0.098],
35,3,1.2,True,653.2791353221644,8,0.1,0.2,ilqr,"[100, 101, 102]","0.003922236111103909","0.0006580001167720146","[[100], [101], [102]]","[0.079593347911639, 0.055357940740968746, 0.07019905136729682]"
35,3,1.2,True,665.0624187485216,8,0.1,0.2,centralized_mpc,0.10931413333328995, 0.017489540987196527, 3,[0.082 0.057 0.072],
35,3,1.2,True,670.4963735749398,8,0.1,0.2,True,0.1542624666667002,0.004319618103899882,3,[0.086 0.055 0.076],
36,3,1.3,True,1228.0536236178248,8,0.1,0.2,ilqr,"[100, 101, 102]","0.010632794871747675","0.0042677820040125545","[[100], [101], [102]]","[0.07297742849960365, 0.08973678986095607, 0.09904646409582146]"
36,3,1.4000000000000001,True,819.9376944623251,8,0.1,0.2,centralized_mpc,0.10570511428561856, 0.016605534812422187, 3,[0.039 0.095 0.093],
36,3,1.5000000000000002,True,805.2399461305453,8,0.1,0.2,True,0.17347557111109685,0.012835997450993555,3,[0.033 0.078 0.077],
37,3,1.4000000000000001,True,917.5533098423854,8,0.1,0.2,ilqr,"[100, 101, 102]","0.007368407142870465","0.002222391079509781","[[100], [101], [102]]","[0.0791884978101902, 0.05736060430728185, 0.05860398604562061]"
37,3,1.5000000000000002,True,858.2743771692672,8,0.1,0.2,centralized_mpc,0.1023533666667087, 0.01655201038075297, 3,[0.087 0.045 0.04 ],
37,3,1.5000000000000002,True,885.6497277791916,8,0.1,0.2,True,0.1571761977777492,0.007686757757190343,3,[0.093 0.048 0.049],
38,3,1.2,True,599.7046225136161,8,0.1,0.2,ilqr,"[100, 101, 102]","0.0040346361111005535","0.0011847495279278194","[[100], [101], [102]]","[0.08384078440988853, 0.04422176305604161, 0.09020662176675283]"
38,3,1.3,True,595.0228628374945,8,0.1,0.2,centralized_mpc,0.1077593692306996, 0.03476505342599152, 3,[0.068 0.03  0.083],
38,3,1.3,True,600.5813274438142,8,0.1,0.2,True,0.1489869384615467,0.0039344682289821084,3,[0.072 0.033 0.088],
39,3,1.3,True,940.1803611001706,8,0.1,0.2,ilqr,"[100, 101, 102]","0.005323702564125528","0.0026847214485685765","[[100], [101], [102]]","[0.07972272839868358, 0.03850295162363841, 0.07414204688212794]"
39,3,1.3,True,632.9814943590181,8,0.1,0.2,centralized_mpc,0.10570243076913008, 0.022759566244046937, 3,[0.095 0.032 0.054],
39,3,1.4000000000000001,True,627.030421288026,8,0.1,0.2,True,0.1483567714285419,0.004807758197434405,3,[0.078 0.025 0.046],
40,3,1.3,True,847.5323792656477,8,0.1,0.2,ilqr,"[100, 101, 102]","0.005544820512813412","0.0012529335823945299","[[100], [101], [102]]","[0.06131543475316084, 0.07872741991550339, 0.07933723528352471]"
40,3,1.4000000000000001,True,707.3621405824658,8,0.1,0.2,centralized_mpc,0.10375576428571419, 0.020415418033569117, 3,[0.044 0.075 0.067],
40,3,1.3,True,743.9435607278958,8,0.1,0.2,True,0.167702446153854,0.013418677472286679,3,[0.056 0.099 0.094],
41,3,1.0999999999999999,True,513.8001926463463,8,0.1,0.2,ilqr,"[100, 101, 102]","0.004215087878754166","0.0022635816252255985","[[100], [101], [102]]","[0.05948943698411393, 0.03562010619239226, 0.08705301208735682]"
41,3,1.0999999999999999,True,478.34257336789886,8,0.1,0.2,centralized_mpc,0.09975110000004861, 0.01096748211556774, 3,[0.059 0.032 0.091],
41,3,1.0999999999999999,True,483.5168431554491,8,0.1,0.2,True,0.14891392424242714,0.004388058261467079,3,[0.063 0.033 0.096],
42,3,1.0999999999999999,True,563.4009509008798,8,0.1,0.2,ilqr,"[100, 101, 102]","0.004151460606022517","0.0008106033214117322","[[100], [101], [102]]","[0.07460441905546215, 0.07438692702642441, 0.08797805005676365]"
42,3,1.0999999999999999,True,558.9024297977999,8,0.1,0.2,centralized_mpc,0.10371653636370452, 0.019816101179123847, 3,[0.078 0.071 0.089],
42,3,1.0999999999999999,True,567.7294618334089,8,0.1,0.2,True,0.16489743939396384,0.014199823090446656,3,[0.08  0.072 0.092],
43,3,0.7999999999999999,True,436.7422959001693,8,0.1,0.2,ilqr,"[100, 101, 102]","0.0054607875000935256","0.0013052557177069078","[[100], [101], [102]]","[0.07257294501002447, 0.08114286463525514, 0.08597321217960208]"
43,3,0.8999999999999999,True,376.95604548770336,8,0.1,0.2,centralized_mpc,0.094475133333415, 0.008423046271226597, 3,[0.05  0.061 0.087],
43,3,0.8999999999999999,True,380.0521762909666,8,0.1,0.2,True,0.15126342222231837,0.0040931750512761995,3,[0.051 0.062 0.09 ],
44,3,1.3,True,736.0163587692813,8,0.1,0.2,ilqr,"[100, 101, 102]","0.004786843589732971","0.0014448782407834014","[[100], [101], [102]]","[0.036875282709644505, 0.07491613790710396, 0.09102225716823645]"
44,3,1.4000000000000001,True,675.8104461517854,8,0.1,0.2,centralized_mpc,0.09958612142853392, 0.01126518555267158, 3,[0.019 0.06  0.082],
44,3,1.4000000000000001,True,680.1172735295723,8,0.1,0.2,True,0.14899164523811642,0.005031977472554614,3,[0.019 0.065 0.086],
45,3,1.4000000000000001,True,832.7279667303077,8,0.1,0.2,ilqr,"[100, 101, 102]","0.00670620238092635","0.0029648509742086783","[[100], [101], [102]]","[0.04639840227149427, 0.07265612817130036, 0.07851328893985955]"
45,3,1.5000000000000002,True,806.4539496587258,8,0.1,0.2,centralized_mpc,0.10378447333338651, 0.02336268149988406, 3,[0.033 0.062 0.081],
45,3,1.5000000000000002,True,813.7481806785942,8,0.1,0.2,True,0.17367248888889059,0.019988199772581247,3,[0.035 0.069 0.088],
46,3,1.0999999999999999,True,569.2458795208971,8,0.1,0.2,ilqr,"[100, 101, 102]","0.0039284666667795546","0.0009058633769977478","[[100], [101], [102]]","[0.08008221374192037, 0.07807666010164506, 0.03880229274404816]"
46,3,1.0999999999999999,True,503.2916367943494,8,0.1,0.2,centralized_mpc,0.09797865454542758, 0.012055185551864186, 3,[0.064 0.075 0.034],
46,3,1.0999999999999999,True,508.212360563612,8,0.1,0.2,True,0.14885903636376027,0.004535959087813692,3,[0.068 0.076 0.035],
47,3,1.4000000000000001,True,828.0227118552439,8,0.1,0.2,ilqr,"[100, 101, 102]","0.005089742857178082","0.0019121323219964746","[[100], [101], [102]]","[0.05611677762248394, 0.0823376686676465, 0.045949505233535526]"
47,3,1.3,True,648.2453987458689,8,0.1,0.2,centralized_mpc,0.1019975692308715, 0.013007617966419305, 3,[0.057 0.08  0.062],
47,3,1.3,True,654.0716314491964,8,0.1,0.2,True,0.15104155897435517,0.0036999589263904922,3,[0.061 0.085 0.067],
48,3,1.4000000000000001,True,886.774264139164,8,0.1,0.2,ilqr,"[100, 101, 102]","0.0038313619047152143","0.0007910003883747587","[[100], [101], [102]]","[0.017289539858218135, 0.08978946572296535, 0.09007397686355675]"
48,3,1.6000000000000003,True,1002.9696267028351,8,0.1,0.2,centralized_mpc,0.1061257499999897, 0.01858194764780559, 3,[0.014 0.078 0.08 ],
48,3,1.6000000000000003,True,1013.62821682158,8,0.1,0.2,True,0.16233001249992185,0.012409707773056548,3,[0.018 0.08  0.087],
49,3,1.3,True,667.7996334856566,8,0.1,0.2,ilqr,"[100, 101, 102]","0.003786643589755374","0.0008417550848533349","[[100], [101], [102]]","[0.0781779003477167, 0.09055972424623511, 0.017397770889084917]"
49,3,1.4000000000000001,True,694.3750487374649,8,0.1,0.2,centralized_mpc,0.10960865714280642, 0.02097269888727024, 3,[0.068 0.087 0.01 ],
49,3,1.4000000000000001,True,698.9494708495338,8,0.1,0.2,True,0.15879624047615185,0.009383107378408865,3,[0.073 0.093 0.012],
50,3,0.9999999999999999,True,505.24414259779826,8,0.1,0.2,ilqr,"[100, 101, 102]","0.006640106666660964","0.000803601104264779","[[100, 102], [101], [100, 102]]","[0.04668742627336947, 0.09446077112511023, 0.08930506489052024]"
50,3,0.9999999999999999,True,497.2719597948656,8,0.1,0.2,centralized_mpc,0.10938038999993296, 0.011100554104553882, 3,[0.043 0.093 0.089],
50,3,0.9999999999999999,True,503.7847467416916,8,0.1,0.2,True,0.16815998333334697,0.017841094611489403,3,[0.043 0.095 0.091],
51,3,1.0999999999999999,True,729.5772552373055,8,0.1,0.2,ilqr,"[100, 101, 102]","0.007088409090983711","0.004114019653563458","[[100], [101], [102]]","[0.09713721832634484, 0.07665402244288778, 0.07687408685145374]"
51,3,1.0999999999999999,True,558.2062986759619,8,0.1,0.2,centralized_mpc,0.09902042727265904, 0.010711101401386793, 3,[0.085 0.069 0.058],
51,3,1.0999999999999999,True,565.4756467173378,8,0.1,0.2,True,0.1501824545455086,0.0045508602184463915,3,[0.089 0.071 0.06 ],
52,3,1.0999999999999999,True,616.3047246434007,8,0.1,0.2,ilqr,"[100, 101, 102]","0.00419643030303026","0.0005782502447683869","[[100], [101], [102]]","[0.04535406234492866, 0.09892991646329637, 0.09840090231519799]"
52,3,1.2,True,578.2254076784158,8,0.1,0.2,centralized_mpc,0.10873636666671398, 0.021147143682397725, 3,[0.031 0.069 0.077],
52,3,1.2,True,583.3324123643354,8,0.1,0.2,True,0.171602149999924,0.017185443084720663,3,[0.033 0.07  0.081],
53,3,1.2,True,890.8159803284788,8,0.1,0.2,ilqr,"[100, 101, 102]","0.011702336111183187","0.001511534923514764","[[100, 101], [100, 101], [102]]","[0.08389949835342508, 0.057531131196847315, 0.0467848873350709]"
53,3,1.2,True,605.6696019061461,8,0.1,0.2,centralized_mpc,0.11214720833330223, 0.01896775095754195, 3,[0.087 0.075 0.057],
53,3,1.4000000000000001,True,705.552863507206,8,0.1,0.2,True,0.24696573809526287,0.04906091011797838,3,[0.089 0.094 0.038],
54,3,1.2,True,874.4404877157355,8,0.1,0.2,ilqr,"[100, 101, 102]","0.004288549999980913","0.0017401100201829794","[[100], [101], [102]]","[0.07777921222420517, 0.05474364577529086, 0.0838975129612597]"
54,3,1.2,True,639.103884252941,8,0.1,0.2,centralized_mpc,0.10691637500000677, 0.018721417987417336, 3,[0.055 0.055 0.083],
