i_trial, n_agents, t, converged, obj_trj,T,dt,radius,         SOVA_admm ,t_solve_avg, t_solve_std, MAX_ITER, dist_to_goal
18,3,1.6000000000000003,True,812.1393367183794,8,0.1,0.5,False,0.7624697449377891,0.06612861505605983, 3,[0.088 0.064 0.09 ],
18,3,1.5000000000000002,True,1189.6540784607807,8,0.1,0.5,True,0.3303644835334934,0.022110733629065293,3,[0.077 0.077 0.1  ],
19,3,1.4000000000000001,True,1555.
,8,0.1,0.5,False,0.760584813571508,0.054658797890240494, 3,[0.062 0.089 0.047],
19,3,1.4000000000000001,True,1559.567452950812,8,0.1,0.5,True,0.3372409362617483,0.05135642207657855,3,[0.062 0.089 0.044],
20,3,1.5000000000000002,True,1115.4842019954508,8,0.1,0.5,False,0.7591990050001186,0.057792919604982014, 3,[0.08  0.095 0.087],
20,3,1.5000000000000002,True,1101.2670699132318,8,0.1,0.5,True,0.3275979173111813,0.05478760412660104,3,[0.078 0.09  0.086],
21,3,0.9999999999999999,True,400.7991696793823,8,0.1,0.5,False,0.7276710504998846,0.0397811353713525, 3,[0.038 0.08  0.099],
21,3,0.9999999999999999,True,400.7991696654869,8,0.1,0.5,True,0.2377241454331549,0.015698624123939506,3,[0.038 0.08  0.099],
22,3,1.4000000000000001,True,560.3561812933942,8,0.1,0.5,False,0.7720414807142463,0.060356454802178175, 3,[0.03  0.095 0.08 ],
22,3,1.4000000000000001,True,560.3561813176989,8,0.1,0.5,True,0.23709306021438742,0.01430214923058972,3,[0.03  0.095 0.08 ],
23,3,3.600000000000002,False,1204.4095128193983,8,0.1,0.5,False,0.7532308635277332,0.03891689282035317, 3,[0.092 0.105 0.141],
23,3,1.9000000000000006,True,928.7765792917414,8,0.1,0.5,True,0.2688891523509499,0.03711824934994628,3,[0.026 0.083 0.094],
24,3,3.600000000000002,False,1445.3691619816584,8,0.1,0.5,False,0.7642659460277881,0.05392626363732015, 3,[0.268 0.028 0.254],
24,3,3.600000000000002,False,2343.8231206916753,8,0.1,0.5,True,0.30607632388894973,0.06370800906224991,3,[0.182 0.022 0.183],
25,3,3.600000000000002,False,1171.4287124976258,8,0.1,0.5,False,0.7643872487223639,0.05616446474263739, 3,[0.089 0.111 0.042],
25,3,0.6,False,inf,8,0.1,0.5,True,0.31821451766659775,0.054514874121080116,3,[0.113 0.303 0.478],
26,3,1.6000000000000003,True,840.4221728673613,8,0.1,0.5,False,1.250756259374839,0.4472400543350218, 3,[0.066 0.096 0.072],
26,3,1.4000000000000001,True,1168.573294744747,8,0.1,0.5,True,0.3519585946903697,0.0656633656649743,3,[0.08  0.091 0.053],
27,3,1.7000000000000004,True,845.1537965281656,8,0.1,0.5,False,0.7632950898824835,0.044568680678959936, 3,[0.059 0.061 0.094],
27,3,1.7000000000000004,True,1118.899838942762,8,0.1,0.5,True,0.3295795077647199,0.06545535734570425,3,[0.044 0.07  0.09 ],
28,3,3.600000000000002,False,1686.4160715950907,8,0.1,0.5,False,0.7598301035279493,0.049446991290188855, 3,[0.058 0.088 0.107],
28,3,1.8000000000000005,True,1502.4249656676643,8,0.1,0.5,True,0.3475823641851498,0.06629570490972232,3,[0.043 0.042 0.086],
29,3,3.600000000000002,False,1382.96079747929,8,0.1,0.5,False,0.7678721797224676,0.04825316131820565, 3,[0.105 0.075 0.14 ],
29,3,2.700000000000001,True,1739.16445201445,8,0.1,0.5,True,0.3025798360493714,0.05957947273462681,3,[0.067 0.036 0.099],
0,4,3.600000000000002,False,1758.0152511698382,8,0.1,0.5,False,1.104082533583399,0.060023551453996585, 3,[0.099 0.105 0.128 0.135],
0,4,2.700000000000001,True,2010.8146975251425,8,0.1,0.5,True,0.2964833257036069,0.0739204428125046,3,[0.049 0.051 0.065 0.086],
1,4,3.600000000000002,False,2008.4035485670536,8,0.1,0.5,False,1.097780097499809,0.07268198991520929, 3,[0.131 0.169 0.036 0.041],
1,4,3.600000000000002,False,2936.5692906532286,8,0.1,0.5,True,0.295482078236028,0.06911609195178564,3,[0.061 0.108 0.036 0.041],
2,4,1.7000000000000004,True,1199.0624188350662,8,0.1,0.5,False,1.1095333924704927,0.08907478611180282, 3,[0.076 0.094 0.096 0.041],
2,4,1.8000000000000005,True,1959.835895571361,8,0.1,0.5,True,0.30796333015276406,0.07309834679784208,3,[0.087 0.052 0.071 0.04 ],
3,4,3.600000000000002,False,1771.1622675333656,8,0.1,0.5,False,1.1022685082779289,0.07190714507255895, 3,[0.034 0.03  0.128 0.108],
3,4,1.7000000000000004,True,2307.1402717861592,8,0.1,0.5,True,0.3447658782057956,0.06976134704480748,3,[0.058 0.064 0.074 0.086],
4,4,1.6000000000000003,True,3197.3315104274393,8,0.1,0.5,False,1.0900203313121892,0.06847869244611547, 3,[0.088 0.046 0.024 0.053],
4,4,1.6000000000000003,True,3188.7759336477034,8,0.1,0.5,True,0.39336389498427593,0.08742994513747833,3,[0.088 0.027 0.023 0.071],
5,4,3.600000000000002,False,1567.4043302463604,8,0.1,0.5,False,1.0839259261387673,0.06406706744435953, 3,[0.04  0.028 0.144 0.11 ],
5,4,1.9000000000000006,True,1118.8608721962048,8,0.1,0.5,True,0.25878493214471937,0.040946049845861185,3,[0.029 0.045 0.092 0.05 ],
6,4,3.600000000000002,False,1809.18611167547,8,0.1,0.5,False,1.107762927805652,0.07436035766401115, 3,[0.157 0.149 0.139 0.132],
6,4,2.1000000000000005,True,1968.389483715268,8,0.1,0.5,True,0.3297161927501812,0.057268928354145224,3,[0.099 0.073 0.097 0.068],
7,4,3.600000000000002,False,1965.151545965596,8,0.1,0.5,False,1.0963658582778004,0.06670653082325115, 3,[0.211 0.224 0.159 0.21 ],
7,4,3.600000000000002,False,4262.707163341802,8,0.1,0.5,True,0.36561490561811955,0.10302270833817788,3,[0.108 0.258 0.085 0.178],
8,4,3.600000000000002,False,1841.4606075801803,8,0.1,0.5,False,1.113674211055392,0.06617004503475046, 3,[0.186 0.166 0.051 0.165],
8,4,3.600000000000002,False,3743.452718357905,8,0.1,0.5,True,0.3437108110972026,0.09435823627896124,3,[0.139 0.125 0.028 0.194],
9,4,1.6000000000000003,True,1352.3015681269533,8,0.1,0.5,False,1.128036412499796,0.09154083482595762, 3,[0.098 0.055 0.074 0.032],
9,4,1.4000000000000001,True,2764.4280661362272,8,0.1,0.5,True,0.3988189950358511,0.10966555315384693,3,[0.073 0.081 0.064 0.032],
10,4,1.5000000000000002,True,4763.27374971457,8,0.1,0.5,False,1.1232478194663902,0.12269063032849817, 3,[0.08  0.073 0.089 0.073],
10,4,1.5000000000000002,True,5100.265064231742,8,0.1,0.5,True,0.47431148960007097,0.09590477995634535,3,[0.063 0.069 0.084 0.079],
11,4,1.7000000000000004,True,1145.220363045778,8,0.1,0.5,False,1.1241696055883093,0.07480330268645528, 3,[0.086 0.056 0.033 0.061],
11,4,1.5000000000000002,True,1718.8443612567933,8,0.1,0.5,True,0.3186913051502415,0.06978513820344341,3,[0.097 0.079 0.052 0.087],
12,4,3.600000000000002,False,2002.3723632091749,8,0.1,0.5,False,1.0838861461389167,0.05136181377371719, 3,[0.028 0.167 0.148 0.037],
12,4,1.9000000000000006,True,1694.0371468874953,8,0.1,0.5,True,0.3300910444342758,0.09116941992284641,3,[0.035 0.094 0.086 0.059],
13,4,3.600000000000002,False,2738.4839362793914,8,0.1,0.5,False,1.1080081340002026,0.06348117850729776, 3,[0.3   0.29  0.265 0.236],
13,4,3.600000000000002,False,4852.672823810413,8,0.1,0.5,True,0.4174335037013811,0.12811474383407626,3,[0.212 0.199 0.209 0.23 ],
14,4,1.6000000000000003,True,3515.332297955416,8,0.1,0.5,False,1.1108420239376073,0.09708754065014955, 3,[0.08  0.017 0.041 0.081],
14,4,1.6000000000000003,True,3638.4822013875355,8,0.1,0.5,True,0.431346121968744,0.11297098025525479,3,[0.082 0.027 0.035 0.081],
15,4,1.7000000000000004,True,1131.5870815742169,8,0.1,0.5,False,1.1071067999998965,0.09890886078773146, 3,[0.095 0.045 0.021 0.053],
15,4,1.7000000000000004,True,1829.2690819738577,8,0.1,0.5,True,0.31230691913245157,0.07775340716503393,3,[0.078 0.095 0.035 0.023],
16,4,1.6000000000000003,True,1098.3650817323341,8,0.1,0.5,False,1.1192556700000296,0.07634935909689411, 3,[0.078 0.077 0.088 0.058],
16,4,1.5000000000000002,True,1959.5674363541666,8,0.1,0.5,True,0.33543875341668655,0.07701350593357652,3,[0.053 0.06  0.09  0.059],
17,4,1.3,True,844.8140857550729,8,0.1,0.5,False,1.1077279576922872,0.08245241064195535, 3,[0.045 0.099 0.05  0.088],
17,4,1.3,True,1564.761956046711,8,0.1,0.5,True,0.2629687182307302,0.04250921042925789,3,[0.045 0.08  0.05  0.023],
18,4,3.600000000000002,False,1982.4255713908883,8,0.1,0.5,False,1.0933585454443144,0.06041389438869807, 3,[0.036 0.046 0.087 0.106],
18,4,1.8000000000000005,True,1422.7454898988835,8,0.1,0.5,True,0.2915787712222229,0.07439128897300043,3,[0.05  0.068 0.038 0.096],
19,4,3.600000000000002,False,3316.7075111168997,8,0.1,0.5,False,1.1178990025554312,0.06733760634390905, 3,[0.407 0.28  0.279 0.328],
19,4,3.600000000000002,False,6282.002977450711,8,0.1,0.5,True,0.4962926195694435,0.16457267551258073,3,[0.347 0.285 0.339 0.309],
20,4,1.6000000000000003,True,1056.7280800101125,8,0.1,0.5,False,1.0922949443121297,0.060286562328178306, 3,[0.045 0.048 0.098 0.055],
20,4,1.4000000000000001,True,1649.0013931977523,8,0.1,0.5,True,0.29478496019649875,0.06231660255580618,3,[0.066 0.094 0.089 0.083],
21,4,3.600000000000002,False,1634.4670792908746,8,0.1,0.5,False,1.091068377333411,0.050201856849466486, 3,[0.131 0.15  0.041 0.026],
21,4,1.2,True,1164.427730469416,8,0.1,0.5,True,0.31716057564578176,0.07262050484814044,3,[0.082 0.099 0.086 0.064],
22,4,1.5000000000000002,True,1398.554696436368,8,0.1,0.5,False,1.0938302643331554,0.07391086551962611, 3,[0.05  0.089 0.035 0.059],
22,4,1.6000000000000003,True,1690.9367803525515,8,0.1,0.5,True,0.30148939921883766,0.07158269861076022,3,[0.019 0.087 0.026 0.059],
23,4,1.5000000000000002,True,1192.5909978024401,8,0.1,0.5,False,1.068553398933121,0.06914074598740716, 3,[0.082 0.018 0.059 0.043],
23,4,1.4000000000000001,True,1264.0935604119027,8,0.1,0.5,True,0.2935501874820992,0.07159119443918908,3,[0.091 0.011 0.066 0.071],
24,4,1.5000000000000002,True,900.2007833666033,8,0.1,0.5,False,1.1011467607332937,0.07338089026155002, 3,[0.048 0.094 0.043 0.062],
24,4,1.5000000000000002,True,1382.9633648640954,8,0.1,0.5,True,0.3178183738166202,0.07418000583842148,3,[0.047 0.099 0.03  0.06 ],
25,4,1.6000000000000003,True,1225.3694076291645,8,0.1,0.5,False,1.11257729499971,0.09215099845975169, 3,[0.061 0.077 0.091 0.061],
25,4,1.5000000000000002,True,2550.273080301027,8,0.1,0.5,True,0.3097015989666337,0.0557134596708972,3,[0.092 0.077 0.099 0.093],
26,4,3.600000000000002,False,2588.3986335904674,8,0.1,0.5,False,1.1064343034443784,0.06699688673554781, 3,[0.155 0.162 0.1   0.197],
26,4,3.600000000000002,False,3864.3908346958888,8,0.1,0.5,True,0.3890760838471958,0.09129763058977106,3,[0.107 0.117 0.075 0.121],
27,4,3.600000000000002,False,1661.3226001628998,8,0.1,0.5,False,1.0852882070555805,0.06096370431115547, 3,[0.081 0.118 0.042 0.036],
27,4,1.6000000000000003,True,1118.170729578738,8,0.1,0.5,True,0.26579224620323316,0.04322569540840143,3,[0.035 0.1   0.083 0.045],
28,4,2.3000000000000007,True,1252.405248296681,8,0.1,0.5,False,1.085812076130542,0.06282730883144758, 3,[0.036 0.074 0.098 0.08 ],
28,4,1.7000000000000004,True,1830.5001030834355,8,0.1,0.5,True,0.3422348186176457,0.07314089506739428,3,[0.045 0.098 0.089 0.02 ],
29,4,3.600000000000002,False,1899.2574091494544,8,0.1,0.5,False,1.0922669356943717,0.060074883260182475, 3,[0.144 0.028 0.025 0.15 ],
29,4,3.0000000000000013,True,1945.2596272102332,8,0.1,0.5,True,0.2833250690083332,0.061621595779755775,3,[0.08  0.028 0.033 0.1  ],
0,5,1.5000000000000002,True,1057.45781839795,8,0.1,0.3,False,1.898967662133388,0.2203058269628858, 3,[0.081 0.092 0.049 0.019 0.019],
0,5,1.5000000000000002,True,1088.4891722438751,8,0.1,0.3,True,0.24924944222664636,0.0370843309801987,3,[0.081 0.093 0.048 0.019 0.02 ],
1,5,1.5000000000000002,True,1153.0063276250933,8,0.1,0.3,False,1.8396376049334018,0.19413057741219747, 3,[0.087 0.043 0.086 0.089 0.041],
1,5,1.5000000000000002,True,1163.5381345343103,8,0.1,0.3,True,0.23460670014668725,0.01921087115896723,3,[0.088 0.041 0.088 0.089 0.041],
2,5,1.4000000000000001,True,1320.3768091527513,8,0.1,0.3,False,1.9792013407139686,0.2622987783600699, 3,[0.085 0.08  0.093 0.046 0.08 ],
2,5,1.5000000000000002,True,1866.0340897030821,8,0.1,0.3,True,0.32391175742651585,0.08047690432725432,3,[0.042 0.039 0.093 0.032 0.067],
3,5,3.600000000000002,False,2319.605060455074,8,0.1,0.3,False,1.8731758303055257,0.21575761142099523, 3,[0.034 0.061 0.037 0.03  0.101],
3,5,1.7000000000000004,True,2422.2110542184414,8,0.1,0.3,True,0.33454086070566574,0.09330791040124094,3,[0.087 0.034 0.056 0.061 0.074],
4,5,1.5000000000000002,True,1182.4772639551343,8,0.1,0.3,False,1.9884735540665133,0.2725225246328292, 3,[0.07  0.084 0.037 0.033 0.04 ],
4,5,1.2,True,1844.7761950193762,8,0.1,0.3,True,0.3812778492332958,0.10945397055851551,3,[0.088 0.045 0.072 0.042 0.075],
5,5,3.600000000000002,False,2244.7935648327207,8,0.1,0.3,False,1.8372171491943037,0.18408064390817616, 3,[0.125 0.102 0.084 0.021 0.015],
5,5,2.400000000000001,True,2451.264871340075,8,0.1,0.3,True,0.3219312335250076,0.08837919933307976,3,[0.095 0.076 0.058 0.022 0.024],
6,5,1.4000000000000001,True,922.0112595751206,8,0.1,0.3,False,1.8251835785002706,0.17873904450251868, 3,[0.048 0.02  0.064 0.089 0.081],
6,5,1.3,True,1063.4226772346897,8,0.1,0.3,True,0.25169065743055125,0.035544758498400275,3,[0.052 0.018 0.075 0.087 0.082],
7,5,1.0999999999999999,True,775.8177243977354,8,0.1,0.3,False,1.729350652818043,0.13805834636972988, 3,[0.056 0.076 0.076 0.08  0.045],
7,5,1.2,True,950.7993288282316,8,0.1,0.3,True,0.27798809084994597,0.05615250305344554,3,[0.043 0.063 0.063 0.085 0.06 ],
8,5,1.7000000000000004,True,1064.383778949792,8,0.1,0.3,False,1.8441195117056315,0.16615175282878164, 3,[0.094 0.023 0.066 0.035 0.064],
8,5,1.6000000000000003,True,1091.6140453268226,8,0.1,0.3,True,0.26002187505009716,0.044540095223440185,3,[0.089 0.028 0.039 0.039 0.076],
9,5,1.6000000000000003,True,1496.5191806998112,8,0.1,0.3,False,1.8798415326251643,0.22665233632273143, 3,[0.062 0.019 0.058 0.06  0.086],
9,5,1.5000000000000002,True,1379.4299879205307,8,0.1,0.3,True,0.2852812281599714,0.04870354049550491,3,[0.073 0.018 0.064 0.081 0.098],
10,5,1.2,True,1011.037001264858,8,0.1,0.3,False,1.796226229416637,0.10826203704135016, 3,[0.092 0.044 0.07  0.068 0.081],
10,5,1.0999999999999999,True,1065.5181638353895,8,0.1,0.3,True,0.3056026799817284,0.07054694151109865,3,[0.097 0.075 0.085 0.082 0.099],
11,5,1.6000000000000003,True,1005.5115558834067,8,0.1,0.3,False,1.804970096437387,0.14251598121582248, 3,[0.078 0.037 0.085 0.032 0.031],
11,5,1.6000000000000003,True,1024.9165368579559,8,0.1,0.3,True,0.23777960249994978,0.022607027485746636,3,[0.06  0.037 0.086 0.033 0.033],
12,5,1.4000000000000001,True,1026.3456311019856,8,0.1,0.3,False,1.8663302797856107,0.24458515704239728, 3,[0.094 0.093 0.064 0.03  0.022],
12,5,1.4000000000000001,True,1396.5913112939515,8,0.1,0.3,True,0.2736604056428145,0.05251596213212735,3,[0.094 0.07  0.05  0.024 0.017],
13,5,1.5000000000000002,True,1122.965337308038,8,0.1,0.3,False,1.8437308349336188,0.25202106215704534, 3,[0.041 0.067 0.087 0.08  0.066],
13,5,1.3,True,1270.5927945677895,8,0.1,0.3,True,0.2778466247230636,0.053113090898796386,3,[0.059 0.078 0.086 0.077 0.091],
14,5,1.2,True,716.8255347236695,8,0.1,0.3,False,1.7714224926668674,0.07204896631739754, 3,[0.036 0.091 0.023 0.051 0.047],
14,5,1.4000000000000001,True,908.1143814228994,8,0.1,0.3,True,0.273490150499934,0.04794568885319402,3,[0.022 0.086 0.04  0.037 0.043],
15,5,3.600000000000002,False,2227.335428548188,8,0.1,0.3,False,1.702072818861072,0.07906182144622206, 3,[0.192 0.036 0.153 0.216 0.032],
15,5,3.600000000000002,False,2891.202611991576,8,0.1,0.3,True,0.34172814053895817,0.11817470135526291,3,[0.151 0.036 0.167 0.233 0.032],
16,5,1.3,True,873.0176673444796,8,0.1,0.3,False,1.7661782963079111,0.07812515878118041, 3,[0.081 0.035 0.034 0.023 0.083],
16,5,1.3,True,1007.8088448896439,8,0.1,0.3,True,0.26868003176924293,0.04064998158918963,3,[0.086 0.035 0.035 0.023 0.07 ],
17,5,1.7000000000000004,True,1360.7884417028413,8,0.1,0.3,False,1.9561467107060333,0.30579397289867144, 3,[0.048 0.091 0.04  0.053 0.097],
17,5,1.7000000000000004,True,1621.1291774566766,8,0.1,0.3,True,0.28649678182341365,0.06275310680205687,3,[0.043 0.093 0.036 0.054 0.094],
18,5,1.8000000000000005,True,1315.9536120780497,8,0.1,0.3,False,1.846667894611629,0.2894952995675228, 3,[0.055 0.043 0.05  0.087 0.052],
18,5,1.8000000000000005,True,1412.832901423099,8,0.1,0.3,True,0.24668126516670683,0.028732303255959563,3,[0.055 0.045 0.049 0.087 0.049],
19,5,1.6000000000000003,True,1227.2725004577578,8,0.1,0.3,False,1.8662187294374917,0.25667964826427236, 3,[0.089 0.066 0.055 0.064 0.016],
19,5,1.6000000000000003,True,1584.0390921678677,8,0.1,0.3,True,0.28295443190002056,0.06535376069797108,3,[0.089 0.063 0.053 0.066 0.021],
20,5,1.4000000000000001,True,1388.7048977471145,8,0.1,0.3,False,1.7810611282145277,0.17332101400777283, 3,[0.06  0.066 0.087 0.09  0.067],
20,5,1.5000000000000002,True,1563.639726444953,8,0.1,0.3,True,0.2975777596800617,0.057994452784065335,3,[0.054 0.052 0.083 0.076 0.058],
21,5,3.600000000000002,False,2341.776027288527,8,0.1,0.3,False,1.7719759318334178,0.1931276161958148, 3,[0.025 0.034 0.029 0.068 0.129],
21,5,1.9000000000000006,True,1732.2114475920885,8,0.1,0.3,True,0.3415432224209852,0.09155689106282268,3,[0.018 0.025 0.055 0.059 0.1  ],
22,5,1.6000000000000003,True,1174.6362992653599,8,0.1,0.3,False,1.9299536889998308,0.2206274242996498, 3,[0.097 0.062 0.025 0.048 0.09 ],
22,5,1.6000000000000003,True,1183.1251780811876,8,0.1,0.3,True,0.24452064188735675,0.02648707677491106,3,[0.097 0.062 0.025 0.048 0.09 ],
23,5,3.600000000000002,False,2164.273925318828,8,0.1,0.3,False,1.797483755610958,0.10852929931295058, 3,[0.135 0.031 0.029 0.111 0.073],
23,5,1.7000000000000004,True,1584.306934268939,8,0.1,0.3,True,0.3431354997765191,0.11397327624173985,3,[0.087 0.026 0.035 0.087 0.099],
24,5,1.6000000000000003,True,1282.6790626200598,8,0.1,0.3,False,2.0159077085625086,0.28942986289045186, 3,[0.099 0.062 0.083 0.052 0.073],
24,5,1.6000000000000003,True,1560.3649468673425,8,0.1,0.3,True,0.2779075280125426,0.06272699451399649,3,[0.099 0.062 0.07  0.057 0.043],
25,5,3.600000000000002,False,2101.4964202260367,8,0.1,0.3,False,1.8347460500000226,0.17231858322618315, 3,[0.026 0.148 0.037 0.04  0.106],
25,5,3.600000000000002,False,2524.611424885064,8,0.1,0.3,True,0.2829514888555523,0.07213221142418186,3,[0.026 0.114 0.037 0.04  0.066],
26,5,3.2000000000000015,True,2058.8773544026535,8,0.1,0.3,False,1.7983885272814177,0.23636014084403678, 3,[0.1   0.046 0.047 0.024 0.031],
26,5,1.9000000000000006,True,1582.8698076321737,8,0.1,0.3,True,0.27899162469462013,0.0642218170742174,3,[0.094 0.058 0.045 0.023 0.048],
27,5,1.6000000000000003,True,1145.0662210916798,8,0.1,0.3,False,1.8960957602499775,0.25373578114037254, 3,[0.028 0.032 0.088 0.09  0.045],
27,5,1.6000000000000003,True,1342.385748489797,8,0.1,0.3,True,0.2911851333501318,0.051634832618875845,3,[0.027 0.032 0.061 0.095 0.039],
28,5,3.600000000000002,False,2115.728244726612,8,0.1,0.3,False,1.736250057666742,0.13470206072100327, 3,[0.036 0.026 0.129 0.088 0.086],
28,5,1.5000000000000002,True,1333.993829740319,8,0.1,0.3,True,0.35513388763984644,0.11976716374550839,3,[0.047 0.042 0.099 0.011 0.088],
29,5,1.5000000000000002,True,1104.6216291525102,8,0.1,0.3,False,1.8645348442667455,0.2521896778151253, 3,[0.053 0.093 0.047 0.08  0.098],
29,5,1.5000000000000002,True,1336.016872935205,8,0.1,0.3,True,0.2828720978535178,0.05017688587936082,3,[0.053 0.085 0.048 0.06  0.077],
0,6,1.6000000000000003,True,1490.1990855476095,8,0.1,0.3,False,3.4434939669997675,0.6509182985119979, 3,[0.045 0.042 0.051 0.074 0.089 0.033],
0,6,1.6000000000000003,True,2008.4970576010573,8,0.1,0.3,True,0.3108300661145904,0.07607420045712575,3,[0.037 0.031 0.055 0.067 0.094 0.01 ],
1,6,1.5000000000000002,True,1340.2295478074645,8,0.1,0.3,False,3.375696810000348,0.45772310734374666, 3,[0.036 0.1   0.072 0.052 0.06  0.02 ],
1,6,1.6000000000000003,True,1438.4763754821317,8,0.1,0.3,True,0.31060233992711045,0.07195867216944307,3,[0.032 0.086 0.068 0.042 0.052 0.014],
2,6,1.6000000000000003,True,1265.318372878804,8,0.1,0.3,False,3.4665755079374776,0.6326797421684187, 3,[0.055 0.047 0.045 0.048 0.041 0.092],
2,6,1.6000000000000003,True,1754.178030319201,8,0.1,0.3,True,0.28732774683347395,0.07717915243270516,3,[0.096 0.046 0.045 0.048 0.064 0.074],
3,6,1.6000000000000003,True,1528.9363549638742,8,0.1,0.3,False,3.6732698354998092,0.6636856723859061, 3,[0.047 0.041 0.068 0.071 0.072 0.088],
3,6,1.3,True,2471.2694752832804,8,0.1,0.3,True,0.4047392220511775,0.14657238277297416,3,[0.079 0.053 0.026 0.091 0.045 0.091],
