i_trial, n_agents, t, converged, obj_trj,T,dt,radius,         SOVA_admm ,t_solve_avg, t_solve_std, MAX_ITER, dist_to_goal
38,7,2.1000000000000005,True,2055.007197961566,8,0.1,0.3,False,5.288167692428552,1.2392474173329284, 3,[0.032 0.044 0.079 0.1   0.056 0.028 0.038],
38,7,1.8000000000000005,True,2032.9482958838673,8,0.1,0.3,True,0.4819814195158421,0.19171370552698477,3,[0.04  0.054 0.094 0.091 0.021 0.033 0.02 ],
39,7,3.600000000000002,False,3131.355577529347,8,0.1,0.3,False,4.712468716277676,0.7199816417015701, 3,[0.025 0.036 0.044 0.222 0.029 0.138 0.222],
39,7,3.600000000000002,False,3246.5938713585056,8,0.1,0.3,True,0.3614037562341122,0.13916941832857707,3,[0.025 0.036 0.021 0.205 0.029 0.026 0.193],
40,7,3.600000000000002,False,3146.5764262305115,8,0.1,0.3,False,4.978410116027716,0.7596092342311299, 3,[0.061 0.133 0.131 0.177 0.119 0.145 0.056],
40,7,3.600000000000002,False,3242.8179267958885,8,0.1,0.3,True,0.3773284541031704,0.12905828044956136,3,[0.053 0.139 0.129 0.177 0.087 0.07  0.051],
41,7,3.600000000000002,False,3447.654848718753,8,0.1,0.3,False,5.188400850388916,0.8453168644786717, 3,[0.12  0.196 0.122 0.032 0.16  0.12  0.155],
41,7,3.600000000000002,False,3680.295604162087,8,0.1,0.3,True,0.35338628423809965,0.11888663037326855,3,[0.094 0.172 0.092 0.032 0.131 0.089 0.127],
42,7,1.9000000000000006,True,1788.444165595718,8,0.1,0.3,False,5.147390723999898,1.0384567195350085, 3,[0.029 0.017 0.094 0.041 0.066 0.049 0.032],
42,7,1.8000000000000005,True,1801.4796771159167,8,0.1,0.3,True,0.3364133651428722,0.11142164306746762,3,[0.019 0.018 0.094 0.046 0.072 0.057 0.019],
43,7,2.1000000000000005,True,1792.5658141359568,8,0.1,0.3,False,4.8747673522857005,0.9109273201819171, 3,[0.09  0.034 0.097 0.028 0.039 0.026 0.034],
43,7,1.4000000000000001,True,1411.3648844652678,8,0.1,0.3,True,0.3973326818672738,0.14907133596173833,3,[0.025 0.061 0.087 0.061 0.031 0.055 0.089],
44,7,1.7000000000000004,True,1948.6774417884428,8,0.1,0.3,False,5.354164386999935,1.0495188614806552, 3,[0.083 0.084 0.061 0.086 0.033 0.071 0.053],
44,7,1.7000000000000004,True,1933.8262276602786,8,0.1,0.3,True,0.3281792129831911,0.09777017457033749,3,[0.073 0.091 0.053 0.075 0.033 0.067 0.049],
45,7,3.600000000000002,False,2987.521389821581,8,0.1,0.3,False,4.883495519861071,0.5880527399291563, 3,[0.167 0.155 0.045 0.141 0.039 0.134 0.038],
45,7,3.600000000000002,False,3000.6240680494784,8,0.1,0.3,True,0.3387783610317506,0.10778411006531266,3,[0.123 0.101 0.031 0.111 0.019 0.086 0.038],
46,7,3.600000000000002,False,2978.211034281658,8,0.1,0.3,False,4.574885187916657,0.577827713912456, 3,[0.19  0.029 0.155 0.029 0.161 0.037 0.033],
46,7,3.600000000000002,False,3009.852081956614,8,0.1,0.3,True,0.32632668559129,0.12082888102411998,3,[0.176 0.038 0.121 0.029 0.104 0.028 0.033],
47,7,3.600000000000002,False,3211.7636333643595,8,0.1,0.3,False,4.830929391166769,0.5629996378761816, 3,[0.196 0.106 0.18  0.088 0.109 0.034 0.146],
47,7,3.600000000000002,False,3419.2920476594454,8,0.1,0.3,True,0.36563956752780863,0.1290761848492183,3,[0.162 0.075 0.158 0.095 0.049 0.032 0.114],
48,7,3.600000000000002,False,2853.673610603306,8,0.1,0.3,False,5.175302759388842,0.8910790781908433, 3,[0.033 0.024 0.026 0.056 0.064 0.099 0.101],
48,7,1.6000000000000003,True,1576.8131925410441,8,0.1,0.3,True,0.3451287796696404,0.10262648612601326,3,[0.048 0.031 0.068 0.041 0.076 0.082 0.087],
49,7,1.5000000000000002,True,1517.8047762743554,8,0.1,0.3,False,6.166970561400012,1.2902262162499525, 3,[0.097 0.093 0.069 0.08  0.021 0.024 0.083],
49,7,1.5000000000000002,True,1503.3415027821138,8,0.1,0.3,True,0.32342199516184506,0.07105106155305166,3,[0.097 0.093 0.056 0.066 0.026 0.025 0.083],

