i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,radius,        centralized,t_solve, t_solve_step, dist_to_goal
15,9,3.1000000000000014,0,True,[9181.496],15,0.1,0.1,False,29.491100099985488,0.05435295375923569,[0.059 0.043 0.026 0.071 0.017 0.092 0.044 0.01  0.027],
16,9,3.4000000000000017,0,True,[20080.658],15,0.1,0.1,True,111.64956829999574,2.732910964706474,[0.097 0.023 0.014 0.03  0.028 0.066 0.055 0.073 0.037],
16,9,3.4000000000000017,0,True,[20443.999],15,0.1,0.1,False,58.01555789995473,0.12254879999756692,[0.097 0.023 0.014 0.03  0.029 0.073 0.057 0.079 0.037],
17,9,2.800000000000001,0,True,[12252.643],15,0.1,0.1,True,57.3572642999934,1.5826266107199314,[0.027 0.099 0.037 0.099 0.067 0.047 0.07  0.096 0.085],
17,9,2.9000000000000012,0,True,[12410.676],15,0.1,0.1,False,20.17989829997532,0.034936715706904556,[0.025 0.093 0.034 0.094 0.063 0.043 0.065 0.089 0.08 ],
18,9,3.0000000000000013,0,True,[14500.135],15,0.1,0.1,True,77.95435380004346,2.1326989133221406,[0.067 0.023 0.099 0.1   0.042 0.052 0.059 0.035 0.076],
18,9,3.1000000000000014,0,True,[14942.941],15,0.1,0.1,False,41.1042292000493,0.08888665878415895,[0.061 0.021 0.098 0.1   0.038 0.047 0.056 0.032 0.072],
19,9,3.3000000000000016,0,True,[14175.877],15,0.1,0.1,True,74.68391149991658,1.736729045430283,[0.034 0.043 0.033 0.033 0.017 0.091 0.042 0.072 0.027],
19,9,3.5000000000000018,24,False,None,15,0.1,0.1,False,None,0.042452108676302926,[0.027 0.035 0.027 0.028 0.014 0.776 1.419 1.574 1.958],
20,9,2.9000000000000012,0,True,[12529.172],15,0.1,0.1,True,93.49936890008394,2.7600098930957633,[0.065 0.082 0.05  0.018 0.065 0.093 0.07  0.089 0.054],
20,9,3.0000000000000013,0,True,[12736.092],15,0.1,0.1,False,60.45752729999367,0.15738707999871285,[0.059 0.077 0.046 0.016 0.059 0.091 0.065 0.085 0.05 ],
21,9,2.9000000000000012,0,True,[11818.36],15,0.1,0.1,True,70.65139689994976,1.9698817034428617,[0.092 0.026 0.089 0.024 0.044 0.1   0.056 0.062 0.06 ],
21,9,3.0000000000000013,0,True,[11965.623],15,0.1,0.1,False,25.810057000024244,0.04771721814672842,[0.083 0.024 0.084 0.022 0.04  0.097 0.051 0.056 0.056],
22,9,3.1000000000000014,0,True,[14359.043],15,0.1,0.1,True,72.15867569996044,1.8631475064527965,[0.064 0.048 0.064 0.094 0.057 0.068 0.055 0.042 0.023],
22,9,3.2000000000000015,0,True,[14656.241],15,0.1,0.1,False,28.936971899936907,0.05363597048279997,[0.058 0.043 0.061 0.094 0.053 0.063 0.052 0.038 0.022],
23,9,2.700000000000001,0,True,[8291.654],15,0.1,0.1,True,78.33834969997406,2.4386913592720196,[0.061 0.025 0.099 0.068 0.084 0.071 0.071 0.047 0.061],
23,9,3.5000000000000018,20,False,None,15,0.1,0.1,False,None,0.052526330968154775,[0.028 1.409 1.448 0.526 1.216 1.496 1.264 1.331 1.384],
24,9,3.0000000000000013,0,True,[17671.844],15,0.1,0.1,True,64.74061660002917,1.682226126656557,[0.083 0.059 0.055 0.049 0.092 0.063 0.067 0.087 0.09 ],
24,9,3.0000000000000013,0,True,[17984.348],15,0.1,0.1,False,22.430109999957494,0.03916525740555867,[0.083 0.06  0.058 0.05  0.095 0.066 0.069 0.093 0.098],
25,9,2.600000000000001,0,True,[8611.383],15,0.1,0.1,True,61.07204190001357,1.8860678769236143,[0.056 0.076 0.099 0.059 0.085 0.072 0.078 0.048 0.097],
25,9,2.700000000000001,0,True,[8669.446],15,0.1,0.1,False,20.327285500010476,0.040044203707699205,[0.051 0.071 0.093 0.054 0.078 0.065 0.071 0.045 0.092],
26,9,2.9000000000000012,0,True,[13138.358],15,0.1,0.1,True,59.57697020005435,1.5878054000043855,[0.074 0.095 0.069 0.076 0.072 0.076 0.056 0.037 0.061],
26,9,2.9000000000000012,0,True,[13264.474],15,0.1,0.1,False,23.381313399993815,0.04416346972829652,[0.074 0.097 0.072 0.08  0.075 0.077 0.056 0.037 0.062],
27,9,3.0000000000000013,0,True,[8877.643],15,0.1,0.1,True,60.56231619999744,1.5539847166704324,[0.048 0.095 0.062 0.043 0.062 0.017 0.02  0.028 0.046],
27,9,3.0000000000000013,0,True,[8971.469],15,0.1,0.1,False,29.52947040006984,0.058677050737336416,[0.048 0.099 0.063 0.043 0.063 0.017 0.02  0.028 0.046],
28,9,3.0000000000000013,0,True,[13960.802],15,0.1,0.1,True,59.73212910001166,1.5251825666831185,[0.059 0.092 0.055 0.046 0.064 0.041 0.081 0.077 0.054],
28,9,3.0000000000000013,0,True,[14132.824],15,0.1,0.1,False,21.32317620003596,0.03616770444118797,[0.059 0.097 0.055 0.046 0.065 0.041 0.084 0.081 0.055],
29,9,2.9000000000000012,0,True,[10063.638],15,0.1,0.1,True,63.265637499978766,1.7024096896558807,[0.033 0.052 0.049 0.065 0.099 0.059 0.05  0.031 0.078],
29,9,3.0000000000000013,0,True,[10268.681],15,0.1,0.1,False,20.746274100034498,0.034666769620876205,[0.03  0.047 0.045 0.059 0.099 0.055 0.045 0.028 0.075],
0,10,3.2000000000000015,0,True,[20180.216],15,0.1,0.1,True,86.32730440003797,2.128751840617042,[0.034 0.07  0.096 0.079 0.066 0.075 0.028 0.056 0.024 0.031],
0,10,3.3000000000000016,0,True,[20701.071],15,0.1,0.1,False,29.0406938000815,0.0424389527323938,[0.03  0.065 0.095 0.075 0.062 0.072 0.025 0.053 0.022 0.028],
1,10,3.2000000000000015,0,True,[20024.108],15,0.1,0.1,True,93.3621707999846,2.307503243744577,[0.095 0.074 0.072 0.038 0.057 0.061 0.039 0.039 0.063 0.051],
1,10,3.2000000000000015,0,True,[20305.075],15,0.1,0.1,False,33.46385329996701,0.053456660933807146,[0.095 0.079 0.078 0.039 0.058 0.063 0.04  0.04  0.064 0.053],
2,10,3.2000000000000015,0,True,[21569.837],15,0.1,0.1,True,91.45771930005867,2.257369515620667,[0.052 0.044 0.054 0.044 0.099 0.095 0.079 0.043 0.03  0.047],
2,10,3.3000000000000016,0,True,[22148.423],15,0.1,0.1,False,31.677127700066194,0.04696468060666865,[0.048 0.041 0.05  0.04  0.097 0.094 0.076 0.04  0.029 0.042],
3,10,3.3000000000000016,0,True,[21129.356],15,0.1,0.1,True,103.13782639999408,2.5451021818020805,[0.05  0.055 0.035 0.059 0.029 0.045 0.064 0.094 0.051 0.057],
3,10,3.4000000000000017,0,True,[21747.157],15,0.1,0.1,False,26.236785600078292,0.03496283175978426,[0.045 0.053 0.032 0.055 0.026 0.041 0.061 0.098 0.047 0.053],
4,10,3.0000000000000013,0,True,[16958.809],15,0.1,0.1,True,78.41228640009649,2.062421483336948,[0.064 0.044 0.039 0.053 0.062 0.085 0.088 0.094 0.081 0.047],
4,10,3.1000000000000014,0,True,[17393.963],15,0.1,0.1,False,33.31026450009085,0.058938951609325746,[0.058 0.04  0.035 0.046 0.058 0.08  0.087 0.093 0.079 0.043],
5,10,3.2000000000000015,0,True,[23625.828],15,0.1,0.1,True,80.89930349995848,1.9860938593628816,[0.054 0.061 0.034 0.063 0.031 0.09  0.1   0.033 0.036 0.099],
5,10,3.5000000000000018,29,False,None,15,0.1,0.1,False,None,0.040947627276182175,[0.04  0.047 0.025 0.049 1.277 1.56  1.908 1.544 1.897 1.536],
6,10,2.9000000000000012,0,True,[15733.751],15,0.1,0.1,True,95.50666539999656,2.683093396561413,[0.067 0.087 0.017 0.094 0.08  0.088 0.082 0.033 0.061 0.074],
6,10,3.0000000000000013,0,True,[15987.191],15,0.1,0.1,False,30.970925399917178,0.05212245066572602,[0.061 0.083 0.015 0.091 0.075 0.082 0.077 0.03  0.057 0.07 ],
7,10,3.3000000000000016,0,True,[21316.426],15,0.1,0.1,True,107.91399309993722,2.6345703272664016,[0.045 0.027 0.041 0.091 0.025 0.034 0.051 0.007 0.089 0.082],
7,10,3.4000000000000017,0,True,[22287.979],15,0.1,0.1,False,42.43579939997289,0.0666551597053459,[0.041 0.024 0.038 0.093 0.023 0.031 0.048 0.006 0.09  0.082],
8,10,2.800000000000001,0,True,[13578.579],15,0.1,0.1,True,90.57326289999764,2.596023225000993,[0.06  0.093 0.031 0.096 0.085 0.062 0.062 0.037 0.086 0.096],
8,10,2.9000000000000012,0,True,[13823.501],15,0.1,0.1,False,25.470149800064974,0.04015257931234122,[0.055 0.089 0.028 0.092 0.08  0.057 0.057 0.034 0.08  0.093],
9,10,3.1000000000000014,0,True,[17404.715],15,0.1,0.1,True,94.90779789991211,2.430902319359443,[0.036 0.078 0.056 0.068 0.03  0.077 0.099 0.036 0.052 0.055],
9,10,3.2000000000000015,0,True,[17711.298],15,0.1,0.1,False,27.962636500014924,0.039164082816569135,[0.033 0.073 0.052 0.064 0.028 0.072 0.097 0.033 0.048 0.052],
10,10,3.1000000000000014,0,True,[18683.501],15,0.1,0.1,True,109.4983848000411,2.900608609678344,[0.036 0.091 0.054 0.065 0.091 0.059 0.056 0.065 0.039 0.066],
10,10,3.1000000000000014,0,True,[19123.516],15,0.1,0.1,False,30.206619099946693,0.044291696124034184,[0.036 0.098 0.055 0.067 0.098 0.062 0.058 0.069 0.039 0.068],
11,10,3.5000000000000018,0,False,[29059.89],15,0.1,0.1,True,111.75597880000714,2.61981884287005,[0.119 0.033 0.043 0.051 0.02  0.053 0.056 0.02  0.065 0.033],
11,10,3.5000000000000018,0,False,None,15,0.1,0.1,False,None,0.04753894857297252,[0.119 0.034 0.045 0.054 0.02  0.058 0.06  0.02  0.07  0.035],
12,10,3.2000000000000015,0,True,[21461.36],15,0.1,0.1,True,110.57909320003819,2.8211053031336633,[0.063 0.077 0.054 0.052 0.012 0.061 0.041 0.095 0.022 0.093],
12,10,3.3000000000000016,0,True,[21997.248],15,0.1,0.1,False,31.620655299979262,0.04510632575856465,[0.057 0.076 0.052 0.047 0.011 0.059 0.037 0.09  0.02  0.092],
13,10,3.1000000000000014,0,True,[14254.865],15,0.1,0.1,True,93.18739089998417,2.3805829387143134,[0.076 0.036 0.06  0.093 0.072 0.013 0.055 0.009 0.063 0.017],
13,10,3.1000000000000014,0,True,[14380.932],15,0.1,0.1,False,32.52055669995025,0.052536622901266865,[0.076 0.037 0.062 0.097 0.074 0.013 0.057 0.009 0.064 0.017],
14,10,3.1000000000000014,0,True,[19146.667],15,0.1,0.1,True,133.7261861000443,3.6996021903262686,[0.098 0.06  0.063 0.055 0.083 0.039 0.072 0.054 0.029 0.076],
14,10,3.1000000000000014,0,True,[19398.778],15,0.1,0.1,False,52.03961929993238,0.09934455225499528,[0.098 0.062 0.065 0.056 0.089 0.04  0.076 0.056 0.029 0.08 ],
15,10,2.9000000000000012,0,True,[13194.54],15,0.1,0.1,True,92.19197079993319,2.546335037930162,[0.055 0.064 0.049 0.038 0.091 0.037 0.093 0.055 0.093 0.055],
15,10,3.0000000000000013,0,True,[13458.226],15,0.1,0.1,False,33.990378799964674,0.06034133366425522,[0.049 0.059 0.045 0.034 0.089 0.034 0.091 0.05  0.089 0.05 ],
16,10,3.0000000000000013,0,True,[14494.463],15,0.1,0.1,True,98.66692659992259,2.6653218500083313,[0.094 0.073 0.066 0.065 0.053 0.043 0.028 0.029 0.092 0.055],
16,10,3.1000000000000014,0,True,[14692.123],15,0.1,0.1,False,30.159559300052933,0.04507408580712734,[0.085 0.069 0.062 0.061 0.048 0.039 0.025 0.026 0.091 0.05 ],
17,10,3.3000000000000016,0,True,[17094.452],15,0.1,0.1,True,91.36199839995243,2.1512567545498977,[0.097 0.042 0.046 0.042 0.041 0.032 0.037 0.044 0.034 0.07 ],
17,10,3.3000000000000016,0,True,[17286.151],15,0.1,0.1,False,34.21954389999155,0.05185277333066827,[0.097 0.042 0.047 0.043 0.041 0.033 0.037 0.046 0.034 0.076],
18,10,3.4000000000000017,0,True,[21670.077],15,0.1,0.1,True,102.35118160001002,2.3935644146917827,[0.036 0.029 0.073 0.015 0.049 0.034 0.096 0.053 0.024 0.053],
18,10,3.5000000000000018,31,False,None,15,0.1,0.1,False,None,0.04029790226272062,[0.033 0.027 0.075 1.419 1.877 1.441 2.483 1.565 1.212 1.401],
19,10,3.0000000000000013,0,True,[17205.122],15,0.1,0.1,True,93.78039890003856,2.5086933333271495,[0.014 0.09  0.093 0.065 0.024 0.05  0.063 0.098 0.079 0.055],
19,10,3.1000000000000014,0,True,[17589.006],15,0.1,0.1,False,31.4134743999457,0.04986859000242886,[0.012 0.085 0.091 0.061 0.022 0.047 0.057 0.095 0.075 0.05 ],
20,10,3.5000000000000018,0,True,[24180.067],15,0.1,0.1,True,31086.222668200033,887.5645879057137,[0.037 0.041 0.014 0.034 0.079 0.09  0.035 0.052 0.031 0.026],
20,10,3.5000000000000018,0,False,None,15,0.1,0.1,False,None,0.056711645427359535,[0.037 0.042 0.015 0.035 0.088 0.102 0.037 0.052 0.031 0.026],
21,10,3.0000000000000013,0,True,[14550.981],15,0.1,0.1,True,66.95047400007024,1.6800453766753587,[0.052 0.047 0.093 0.023 0.035 0.096 0.063 0.03  0.069 0.075],
21,10,3.1000000000000014,0,True,[14794.98],15,0.1,0.1,False,25.06298499996774,0.03701752290249832,[0.047 0.043 0.086 0.021 0.032 0.094 0.059 0.028 0.064 0.071],
22,10,3.4000000000000017,0,True,[22439.652],15,0.1,0.1,True,93.79095470008906,2.1984345470657845,[0.041 0.031 0.036 0.034 0.059 0.093 0.037 0.029 0.073 0.052],
22,10,3.5000000000000018,0,True,[23267.873],15,0.1,0.1,False,27.260431800037622,0.03506679171529998,[0.037 0.029 0.034 0.031 0.057 0.094 0.034 0.026 0.074 0.049],
23,10,3.3000000000000016,0,True,[20505.999],15,0.1,0.1,True,131.03898569999728,3.3908505030258587,[0.067 0.047 0.1   0.075 0.015 0.023 0.053 0.028 0.065 0.014],
23,10,3.5000000000000018,27,False,None,15,0.1,0.1,False,None,0.04396951750095468,[1.422 0.677 1.846 1.519 1.498 1.678 1.465 0.959 2.134 1.63 ],
24,10,3.4000000000000017,0,True,[19953.403],15,0.1,0.1,True,109.62917279999238,2.6279356235275317,[0.048 0.023 0.066 0.013 0.059 0.021 0.037 0.094 0.044 0.035],
24,10,3.5000000000000018,0,True,[20709.227],15,0.1,0.1,False,47.39409560000058,0.08167454286145845,[0.043 0.021 0.065 0.011 0.058 0.019 0.034 0.096 0.04  0.033],
25,10,3.4000000000000017,0,True,[18499.935],15,0.1,0.1,True,97.9489598000655,2.3054121146937283,[0.041 0.019 0.018 0.036 0.034 0.02  0.02  0.062 0.096 0.063],
25,10,3.5000000000000018,0,True,[19145.165],15,0.1,0.1,False,33.36795120011084,0.04828448513955144,[0.037 0.017 0.016 0.034 0.031 0.019 0.018 0.06  0.097 0.061],
26,10,3.1000000000000014,0,True,[15968.338],15,0.1,0.1,True,113.85198529995978,3.074308329021498,[0.022 0.059 0.043 0.095 0.024 0.059 0.062 0.04  0.087 0.06 ],
26,10,3.2000000000000015,0,True,[16420.086],15,0.1,0.1,False,46.079744899994694,0.08380561687554292,[0.02  0.055 0.04  0.093 0.022 0.056 0.058 0.037 0.087 0.057],
27,10,3.5000000000000018,0,False,[23819.282],15,0.1,0.1,True,147.61096600000747,3.634361451438495,[0.025 0.055 0.038 0.032 0.017 0.015 0.065 0.101 0.035 0.04 ],
27,10,3.5000000000000018,0,False,None,15,0.1,0.1,False,None,0.059574300852670736,[0.025 0.058 0.04  0.032 0.018 0.015 0.07  0.118 0.036 0.041],
28,10,3.3000000000000016,0,True,[27981.47],15,0.1,0.1,True,87.47953739995137,2.0825315787859093,[0.023 0.058 0.062 0.066 0.095 0.036 0.068 0.085 0.051 0.07 ],
28,10,3.4000000000000017,0,True,[28808.86],15,0.1,0.1,False,29.599306999938563,0.04167522264487,[0.02  0.055 0.058 0.062 0.095 0.033 0.067 0.083 0.049 0.069],
29,10,3.2000000000000015,0,True,[17025.388],15,0.1,0.1,True,94.72413969994523,2.403779340631445,[0.076 0.097 0.008 0.072 0.043 0.028 0.052 0.026 0.057 0.046],
29,10,3.3000000000000016,0,True,[17454.438],15,0.1,0.1,False,27.325897199916653,0.039036572726344636,[0.069 0.097 0.008 0.07  0.04  0.026 0.048 0.024 0.053 0.043],
