i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,radius,        centralized,t_solve, t_solve_step, dist_to_goal
9,3,3.1000000000000014,0,True,[6923.552],15,0.1,0.4,False,10.115390399936587,0.054705666668552866,[0.089 0.026 0.091],
10,3,3.3000000000000016,0,True,[10657.153],15,0.1,0.4,True,22.59386850008741,0.49969234848818317,[0.099 0.033 0.082],
10,3,3.3000000000000016,0,True,[10828.77],15,0.1,0.4,False,14.656865200027823,0.09178939495456753,[0.098 0.034 0.087],
11,3,3.2000000000000015,0,True,[9608.166],15,0.1,0.4,True,20.87279519997537,0.4749239343764202,[0.086 0.095 0.044],
11,3,3.3000000000000016,0,True,[9771.184],15,0.1,0.4,False,15.332803299999796,0.09260848080127905,[0.078 0.091 0.041],
12,3,3.0000000000000013,0,True,[6454.744],15,0.1,0.4,True,17.303441499941982,0.3952601766640631,[0.088 0.036 0.096],
12,3,3.1000000000000014,0,True,[6643.902],15,0.1,0.4,False,8.841781300026923,0.04487705914684201,[0.08  0.033 0.097],
13,3,3.0000000000000013,0,True,[5964.212],15,0.1,0.4,True,20.97379129996989,0.49626479665360723,[0.073 0.045 0.097],
13,3,3.1000000000000014,0,True,[6033.844],15,0.1,0.4,False,14.505610799998976,0.09888196774503036,[0.066 0.042 0.092],
14,3,2.500000000000001,0,True,[3248.483],15,0.1,0.4,True,22.600424799951725,0.6741616039955989,[0.097 0.086 0.088],
14,3,2.500000000000001,0,True,[3251.699],15,0.1,0.4,False,21.077385000069626,0.19693189199392994,[0.097 0.087 0.089],
15,3,2.800000000000001,0,True,[4342.484],15,0.1,0.4,True,16.481229300028645,0.4202284250142319,[0.079 0.049 0.097],
15,3,2.9000000000000012,0,True,[4382.139],15,0.1,0.4,False,13.285583500051871,0.1003930183908977,[0.071 0.045 0.091],
16,3,2.600000000000001,0,True,[3156.487],15,0.1,0.4,True,13.812066300073639,0.37517386922487417,[0.078 0.095 0.063],
16,3,2.600000000000001,0,True,[3187.083],15,0.1,0.4,False,8.91202930000145,0.06314082308493268,[0.078 0.099 0.064],
17,3,3.1000000000000014,0,True,[7300.796],15,0.1,0.4,True,17.38975020009093,0.4013511161244805,[0.056 0.068 0.093],
17,3,3.1000000000000014,0,True,[7439.468],15,0.1,0.4,False,10.183126499992795,0.061149809672246855,[0.056 0.072 0.098],
18,3,2.500000000000001,0,True,[2298.872],15,0.1,0.4,True,13.225149700068869,0.3700637000054121,[0.065 0.091 0.067],
18,3,2.500000000000001,0,True,[2306.558],15,0.1,0.4,False,9.527171600027941,0.07350476399684945,[0.066 0.093 0.067],
19,3,2.600000000000001,0,True,[3247.866],15,0.1,0.4,True,14.5414208000293,0.39698807693247756,[0.093 0.08  0.072],
19,3,2.600000000000001,0,True,[3263.192],15,0.1,0.4,False,8.267774099949747,0.056535494866040654,[0.093 0.083 0.073],
20,3,2.800000000000001,0,True,[5460.546],15,0.1,0.4,True,16.89343519997783,0.4488050321316613,[0.08  0.084 0.096],
20,3,2.9000000000000012,0,True,[5529.701],15,0.1,0.4,False,13.942140099941753,0.09844362643418898,[0.072 0.078 0.091],
21,3,0,1,False,None,15,0.1,0.4,True,None,
21,3,3.5000000000000018,35,False,None,15,0.1,0.4,False,None,nan,[1.431 1.936 1.175],
22,3,0.5,1,False,None,15,0.1,0.4,True,None,
22,3,2.9000000000000012,0,True,[6393.462],15,0.1,0.4,False,26.4467777000973,0.2233997252890198,[0.092 0.091 0.084],
23,3,3.2000000000000015,0,True,[8723.636],15,0.1,0.4,True,21.736630900064483,0.5181715906255704,[0.035 0.094 0.079],
23,3,3.2000000000000015,0,True,[8905.1],15,0.1,0.4,False,19.011396400048397,0.13116200624790508,[0.036 0.099 0.082],
24,3,2.800000000000001,0,True,[3871.165],15,0.1,0.4,True,14.636050400091335,0.3625421357158172,[0.1   0.073 0.034],
24,3,2.9000000000000012,0,True,[3893.976],15,0.1,0.4,False,7.188518299954012,0.03972272298448644,[0.091 0.069 0.03 ],
25,3,2.600000000000001,0,True,[3605.96],15,0.1,0.4,True,16.045426500029862,0.45453526922770277,[0.086 0.099 0.07 ],
25,3,2.700000000000001,0,True,[3628.625],15,0.1,0.4,False,11.53319789993111,0.08376103580963833,[0.077 0.093 0.064],
26,3,2.600000000000001,0,True,[2766.257],15,0.1,0.4,True,13.815391000011005,0.36911070769061693,[0.058 0.095 0.066],
26,3,2.600000000000001,0,True,[2787.713],15,0.1,0.4,False,10.51315719995182,0.07953710256305595,[0.058 0.099 0.066],
27,3,2.9000000000000012,0,True,[5835.396],15,0.1,0.4,True,16.500508299912326,0.4113223310238842,[0.099 0.026 0.098],
27,3,3.0000000000000013,0,True,[5918.049],15,0.1,0.4,False,11.53171020001173,0.07387429888670644,[0.089 0.023 0.095],
28,3,2.9000000000000012,0,True,[3733.985],15,0.1,0.4,True,16.801305699977092,0.40407678965832394,[0.031 0.053 0.093],
28,3,2.9000000000000012,0,True,[3748.464],15,0.1,0.4,False,32.41639050003141,0.2683762551750988,[0.031 0.053 0.095],
29,3,3.4000000000000017,0,True,[12199.32],15,0.1,0.4,True,23.82104429998435,0.5231267058886314,[0.094 0.046 0.071],
29,3,3.4000000000000017,0,True,[12499.334],15,0.1,0.4,False,22.1695669000037,0.1530430097984351,[0.096 0.048 0.079],
30,3,2.400000000000001,0,True,[2038.641],15,0.1,0.4,True,13.739844800089486,0.41568477916977525,[0.088 0.037 0.096],
30,3,2.400000000000001,0,True,[2048.097],15,0.1,0.4,False,6.432481799973175,0.04444992639279614,[0.089 0.038 0.099],
31,3,2.9000000000000012,0,True,[5411.139],15,0.1,0.4,True,17.347544099902734,0.4249125275688631,[0.065 0.072 0.094],
31,3,2.9000000000000012,0,True,[5441.07],15,0.1,0.4,False,6.593740200041793,0.03381674712117033,[0.065 0.073 0.097],
32,3,2.9000000000000012,0,True,[6367.971],15,0.1,0.4,True,19.403101500007324,0.4934585689735631,[0.086 0.098 0.068],
32,3,3.0000000000000013,0,True,[6475.562],15,0.1,0.4,False,8.901986299897544,0.05168526777350861,[0.078 0.094 0.064],
33,3,3.2000000000000015,0,True,[7071.684],15,0.1,0.4,True,18.259821000043303,0.4076942875071836,[0.092 0.043 0.059],
33,3,3.2000000000000015,0,True,[7100.228],15,0.1,0.4,False,12.929663899936713,0.07801005624545117,[0.092 0.044 0.061],
34,3,2.700000000000001,0,True,[3232.958],15,0.1,0.4,True,16.99426319997292,0.45880744815804064,[0.098 0.066 0.05 ],
34,3,2.700000000000001,0,True,[3233.018],15,0.1,0.4,False,9.382884399965405,0.06295756912749996,[0.098 0.066 0.05 ],
35,3,3.0000000000000013,0,True,[6324.475],15,0.1,0.4,True,19.70207259990275,0.5007476166822016,[0.073 0.097 0.052],
35,3,3.5000000000000018,23,False,None,15,0.1,0.4,False,None,0.1234195444428931,[1.297 1.415 1.375],
36,3,2.600000000000001,0,True,[2263.677],15,0.1,0.4,True,14.309370600036345,0.38228187690793464,[0.051 0.044 0.096],
36,3,2.600000000000001,0,True,[2285.472],15,0.1,0.4,False,7.74138939997647,0.050988988453844704,[0.051 0.044 0.099],
37,3,3.1000000000000014,0,True,[4786.021],15,0.1,0.4,True,23.039768300019205,0.5741606387121964,[0.091 0.026 0.048],
37,3,3.1000000000000014,0,True,[4806.764],15,0.1,0.4,False,46.00898819998838,0.3790114064468071,[0.093 0.026 0.049],
38,3,2.700000000000001,0,True,[3658.72],15,0.1,0.4,True,15.494393600034527,0.4054182148107362,[0.059 0.092 0.079],
38,3,2.700000000000001,0,True,[3704.269],15,0.1,0.4,False,8.001198000041768,0.04953547654225043,[0.059 0.097 0.079],
39,3,2.9000000000000012,0,True,[6687.059],15,0.1,0.4,True,18.58475149993319,0.46562720344658814,[0.07  0.088 0.099],
39,3,3.0000000000000013,0,True,[6797.155],15,0.1,0.4,False,9.00089659995865,0.05093280000146479,[0.063 0.083 0.094],
40,3,3.2000000000000015,0,True,[7904.991],15,0.1,0.4,True,17.160651300102472,0.37455929687348544,[0.095 0.061 0.05 ],
40,3,3.2000000000000015,0,True,[7934.1],15,0.1,0.4,False,7.929573199944571,0.03730056667579144,[0.095 0.063 0.051],
41,3,2.500000000000001,0,True,[2061.155],15,0.1,0.4,True,15.040237899986096,0.42339091598987577,[0.028 0.093 0.076],
41,3,2.500000000000001,0,True,[2077.807],15,0.1,0.4,False,5.711521999910474,0.03482125733513385,[0.029 0.096 0.078],
42,3,2.600000000000001,0,True,[2690.283],15,0.1,0.4,True,15.924022299936041,0.44911716921846023,[0.092 0.087 0.022],
42,3,2.600000000000001,0,True,[2684.397],15,0.1,0.4,False,5.963362199952826,0.03506494999582616,[0.092 0.088 0.022],
43,3,2.9000000000000012,0,True,[4045.739],15,0.1,0.4,True,20.26336209999863,0.5352933827530721,[0.058 0.096 0.051],
43,3,3.0000000000000013,0,True,[4112.098],15,0.1,0.4,False,15.338615599903278,0.11095491555364181,[0.055 0.093 0.046],
44,3,3.1000000000000014,0,True,[9789.521],15,0.1,0.4,True,18.92560900002718,0.4385712967599712,[0.093 0.091 0.076],
44,3,3.1000000000000014,0,True,[9995.682],15,0.1,0.4,False,14.775521900039166,0.0972155107520721,[0.093 0.099 0.078],
45,3,2.9000000000000012,0,True,[7959.758],15,0.1,0.4,True,21.27906339999754,0.5647279172533609,[0.091 0.097 0.099],
45,3,3.5000000000000018,29,False,None,15,0.1,0.4,False,None,0.12883175555745968,[1.412 0.669 1.024],
46,3,2.800000000000001,0,True,[5093.516],15,0.1,0.4,True,16.108221899950877,0.41044286784433226,[0.088 0.094 0.067],
46,3,2.800000000000001,0,True,[5131.934],15,0.1,0.4,False,18.980874600005336,0.15045304167627668,[0.088 0.097 0.07 ],
47,3,0,1,False,None,15,0.1,0.4,True,None,
47,3,3.5000000000000018,35,False,None,15,0.1,0.4,False,None,nan,[1.08  1.34  1.533],
48,3,2.700000000000001,0,True,[4271.48],15,0.1,0.4,True,15.256570899975486,0.39916273704040106,[0.095 0.09  0.066],
48,3,2.700000000000001,0,True,[4306.456],15,0.1,0.4,False,6.297737999935634,0.03570621234600513,[0.095 0.093 0.068],
49,3,2.400000000000001,0,True,[1842.649],15,0.1,0.4,True,14.693267000024207,0.443381087500408,[0.084 0.092 0.033],
49,3,2.400000000000001,0,True,[1855.915],15,0.1,0.4,False,6.794068100047298,0.04342016805538959,[0.084 0.096 0.033],
0,4,3.0000000000000013,0,True,[8848.098],15,0.1,0.4,True,26.259911100030877,0.6649972866599758,[0.066 0.068 0.077 0.097],
0,4,3.1000000000000014,0,True,[9017.756],15,0.1,0.4,False,16.438350199954584,0.07762335725654397,[0.06  0.063 0.073 0.094],
1,4,2.9000000000000012,0,True,[5350.008],15,0.1,0.4,True,25.70281230006367,0.6925953965722422,[0.098 0.056 0.049 0.061],
1,4,2.9000000000000012,0,True,[5364.882],15,0.1,0.4,False,29.22006009996403,0.16767811120471693,[0.098 0.057 0.049 0.063],
2,4,3.1000000000000014,0,True,[7871.374],15,0.1,0.4,True,31.28480829996988,0.8201102451571534,[0.087 0.091 0.024 0.04 ],
2,4,3.3000000000000016,0,True,[8317.702],15,0.1,0.4,False,46.25508459995035,0.25206617500269646,[0.083 0.091 0.02  0.032],
3,4,2.9000000000000012,0,True,[5684.956],15,0.1,0.4,True,24.422578900004737,0.6493793862012761,[0.072 0.098 0.057 0.033],
3,4,3.0000000000000013,0,True,[5727.733],15,0.1,0.4,False,31.28415479999967,0.17213120250574623,[0.065 0.091 0.052 0.03 ],
4,4,2.700000000000001,0,True,[4136.833],15,0.1,0.4,True,20.242554600001313,0.5512923222268,[0.045 0.093 0.076 0.063],
4,4,2.700000000000001,0,True,[4172.229],15,0.1,0.4,False,14.472546600038186,0.07762408980892764,[0.045 0.097 0.077 0.065],
5,4,3.0000000000000013,0,True,[9518.057],15,0.1,0.4,True,29.831411199993454,0.8016883066777761,[0.087 0.093 0.067 0.077],
5,4,3.1000000000000014,0,True,[9735.069],15,0.1,0.4,False,34.546167400083505,0.20053542581304246,[0.078 0.091 0.064 0.073],
6,4,2.9000000000000012,0,True,[3734.257],15,0.1,0.4,True,28.940331400022842,0.8068819551624293,[0.026 0.045 0.023 0.099],
6,4,3.0000000000000013,0,True,[3769.401],15,0.1,0.4,False,42.98216690006666,0.2689363958401373,[0.024 0.041 0.022 0.094],
7,4,2.700000000000001,0,True,[5179.234],15,0.1,0.4,True,28.94224430003669,0.8758514222162949,[0.061 0.081 0.099 0.076],
7,4,2.800000000000001,0,True,[5218.834],15,0.1,0.4,False,29.809746500104666,0.1911688946472298,[0.055 0.075 0.093 0.069],
8,4,2.9000000000000012,0,True,[8359.111],15,0.1,0.4,True,27.262990800081752,0.7423357931166438,[0.097 0.062 0.079 0.095],
8,4,2.9000000000000012,0,True,[8441.585],15,0.1,0.4,False,15.583119800081477,0.07733222068456033,[0.097 0.062 0.083 0.097],
9,4,3.3000000000000016,0,True,[13387.37],15,0.1,0.4,True,35.460145200020634,0.8825343272818084,[0.072 0.049 0.068 0.096],
9,4,3.4000000000000017,0,True,[13741.996],15,0.1,0.4,False,51.551986799924634,0.29577325293811396,[0.065 0.043 0.064 0.095],
10,4,2.9000000000000012,0,True,[5275.88],15,0.1,0.4,True,29.370298200054094,0.8162567448312545,[0.039 0.052 0.062 0.099],
10,4,3.0000000000000013,0,True,[5358.101],15,0.1,0.4,False,32.1355990000302,0.19006732583317595,[0.035 0.047 0.057 0.095],
11,4,2.500000000000001,0,True,[2398.229],15,0.1,0.4,True,26.283788400003687,0.8487355880066753,[0.042 0.091 0.072 0.051],
11,4,2.500000000000001,0,True,[2403.903],15,0.1,0.4,False,22.142268499941565,0.1414974480017554,[0.042 0.093 0.072 0.051],
12,4,3.1000000000000014,0,True,[9448.183],15,0.1,0.4,True,29.61939650005661,0.7612146548401084,[0.065 0.091 0.075 0.059],
12,4,3.1000000000000014,0,True,[9680.983],15,0.1,0.4,False,48.71342889999505,0.2966276822666142,[0.065 0.1   0.081 0.061],
13,4,3.1000000000000014,0,True,[12048.469],15,0.1,0.4,True,29.03198510000948,0.7444215612861538,[0.064 0.098 0.073 0.09 ],
13,4,3.2000000000000015,0,True,[12545.724],15,0.1,0.4,False,37.55644630000461,0.21208560937247967,[0.061 0.099 0.069 0.09 ],
14,4,3.0000000000000013,0,True,[11424.36],15,0.1,0.4,True,26.989716399926692,0.7116037499974481,[0.099 0.094 0.082 0.086],
14,4,3.1000000000000014,0,True,[11680.792],15,0.1,0.4,False,22.126710499986075,0.11689273547944462,[0.091 0.089 0.08  0.084],
15,4,2.9000000000000012,0,True,[4102.143],15,0.1,0.4,True,21.409293100005016,0.5460205310313352,[0.055 0.093 0.034 0.03 ],
15,4,2.9000000000000012,0,True,[4110.394],15,0.1,0.4,False,14.768448600079864,0.07380491810858827,[0.055 0.095 0.034 0.03 ],
16,4,3.0000000000000013,0,True,[6897.216],15,0.1,0.4,True,26.689234899939038,0.6983527133280101,[0.093 0.015 0.08  0.067],
16,4,3.0000000000000013,0,True,[6919.475],15,0.1,0.4,False,15.545925699989311,0.07631386583476948,[0.093 0.015 0.081 0.069],
17,4,0,1,False,None,15,0.1,0.4,True,None,
17,4,3.5000000000000018,35,False,None,15,0.1,0.4,False,None,0.05005518714731027,[0.049 0.031 1.405 0.863],
18,4,3.1000000000000014,0,True,[8980.042],15,0.1,0.4,True,24.689871300011873,0.6054182193549951,[0.066 0.09  0.076 0.046],
18,4,3.1000000000000014,0,True,[9255.229],15,0.1,0.4,False,20.6191400999669,0.1013757249898082,[0.066 0.099 0.082 0.047],
19,4,2.600000000000001,0,True,[4851.381],15,0.1,0.4,True,30.200986000010744,0.9729650038509414,[0.093 0.068 0.087 0.096],
19,4,2.600000000000001,0,True,[4873.819],15,0.1,0.4,False,18.781171999988146,0.118775614428719,[0.094 0.069 0.088 0.099],
20,4,3.3000000000000016,0,True,[8505.607],15,0.1,0.4,True,42.3004805999808,1.0922457727243786,[0.073 0.095 0.047 0.059],
20,4,3.5000000000000018,30,False,None,15,0.1,0.4,False,None,0.12602275001700036,[1.495 1.581 1.722 0.882],
21,4,2.800000000000001,0,True,[6113.242],15,0.1,0.4,True,28.76010159996804,0.8365571892645676,[0.074 0.094 0.085 0.072],
21,4,2.9000000000000012,0,True,[6266.298],15,0.1,0.4,False,19.543477699975483,0.11197638965376396,[0.067 0.097 0.083 0.067],
22,4,2.800000000000001,0,True,[3433.577],15,0.1,0.4,True,21.53025269997306,0.5759354464202521,[0.047 0.045 0.036 0.092],
22,4,2.800000000000001,0,True,[3458.701],15,0.1,0.4,False,27.815472000045702,0.1632774321509974,[0.047 0.045 0.036 0.094],
23,4,3.2000000000000015,0,True,[9879.022],15,0.1,0.4,True,29.570602499996312,0.7248406812395842,[0.059 0.093 0.072 0.037],
23,4,3.3000000000000016,0,True,[10182.214],15,0.1,0.4,False,28.047527899965644,0.14503786893946005,[0.055 0.094 0.067 0.034],
24,4,2.9000000000000012,0,True,[7026.707],15,0.1,0.4,True,30.470090400078334,0.856025182746415,[0.078 0.083 0.095 0.051],
24,4,3.0000000000000013,0,True,[7147.713],15,0.1,0.4,False,56.142884799977764,0.359022592495118,[0.071 0.079 0.091 0.047],
25,4,3.5000000000000018,0,False,[8888.66],15,0.1,0.4,True,46.484191499999724,1.1355231685663707,[0.024 0.125 0.076 0.068],
25,4,3.5000000000000018,25,False,None,15,0.1,0.4,False,None,0.1990113224950619,[1.42  1.604 1.518 1.122],
26,4,3.0000000000000013,0,True,[6531.652],15,0.1,0.4,True,34.47644379991107,0.9514955333434045,[0.096 0.043 0.03  0.084],
26,4,3.0000000000000013,0,True,[6589.238],15,0.1,0.4,False,25.737259199959226,0.14346143417351415,[0.096 0.045 0.03  0.088],
27,4,2.500000000000001,0,True,[3091.252],15,0.1,0.4,True,25.988122900016606,0.843403276000172,[0.078 0.097 0.073 0.052],
27,4,2.500000000000001,0,True,[3092.369],15,0.1,0.4,False,21.50926639989484,0.14671951299766078,[0.078 0.097 0.074 0.052],
28,4,2.9000000000000012,0,True,[6307.602],15,0.1,0.4,True,34.901982900104485,1.0050280172425996,[0.048 0.056 0.099 0.08 ],
28,4,3.0000000000000013,0,True,[6410.45],15,0.1,0.4,False,50.950334200053476,0.32271110917111706,[0.044 0.052 0.094 0.075],
29,4,2.500000000000001,0,True,[3344.613],15,0.1,0.4,True,26.056679700035602,0.8426520200213418,[0.06  0.087 0.095 0.068],
29,4,2.500000000000001,0,True,[3378.515],15,0.1,0.4,False,12.309907800052315,0.06673603000002913,[0.06  0.09  0.099 0.068],
30,4,3.1000000000000014,0,True,[10775.805],15,0.1,0.4,True,29.53407050005626,0.7618830387270258,[0.095 0.068 0.068 0.083],
30,4,3.1000000000000014,0,True,[10951.504],15,0.1,0.4,False,39.19536870007869,0.23565703629226906,[0.098 0.072 0.073 0.085],
31,4,3.0000000000000013,0,True,[6314.375],15,0.1,0.4,True,25.279144400032237,0.652890753338579,[0.047 0.096 0.069 0.032],
31,4,3.1000000000000014,0,True,[6457.271],15,0.1,0.4,False,14.761468200013041,0.06558653871310995,[0.043 0.092 0.066 0.029],
32,4,2.700000000000001,0,True,[3266.661],15,0.1,0.4,True,20.54485449998174,0.5622073666589266,[0.092 0.024 0.057 0.066],
32,4,2.700000000000001,0,True,[3264.573],15,0.1,0.4,False,10.69058169994969,0.04947473426539175,[0.092 0.024 0.057 0.066],
33,4,2.9000000000000012,0,True,[6655.29],15,0.1,0.4,True,30.261986800003797,0.8486554482871473,[0.08  0.067 0.054 0.093],
33,4,2.9000000000000012,0,True,[6714.323],15,0.1,0.4,False,27.995895700063556,0.1663213681062314,[0.081 0.071 0.054 0.095],
34,4,2.700000000000001,0,True,[4963.384],15,0.1,0.4,True,22.746527299983427,0.6481198370370462,[0.073 0.1   0.059 0.078],
34,4,2.800000000000001,0,True,[5027.224],15,0.1,0.4,False,9.788180199917406,0.04314412589155836,[0.066 0.095 0.055 0.072],
35,4,3.0000000000000013,0,True,[7368.338],15,0.1,0.4,True,23.171704199980013,0.5822268533326375,[0.053 0.025 0.094 0.089],
35,4,3.0000000000000013,0,True,[7537.572],15,0.1,0.4,False,12.738830299931578,0.056849513340663786,[0.053 0.025 0.097 0.097],
36,4,3.0000000000000013,0,True,[9577.198],15,0.1,0.4,True,31.14919889997691,0.8442037966723244,[0.064 0.093 0.097 0.067],
36,4,3.5000000000000018,23,False,None,15,0.1,0.4,False,None,0.13173256056960408,[0.039 1.198 1.669 0.686],
37,4,3.1000000000000014,0,True,[10634.831],15,0.1,0.4,True,39.37199060001876,1.0712325322637033,[0.094 0.085 0.065 0.083],
37,4,3.2000000000000015,0,True,[10924.648],15,0.1,0.4,False,25.927740700077266,0.14625444530520326,[0.093 0.084 0.061 0.078],
38,4,2.800000000000001,0,True,[4509.704],15,0.1,0.4,True,44.04346449999139,1.370380067869389,[0.082 0.081 0.099 0.052],
38,4,2.9000000000000012,0,True,[4544.711],15,0.1,0.4,False,26.402479900047183,0.16174233534999577,[0.079 0.074 0.093 0.049],
39,4,2.9000000000000012,0,True,[4807.043],15,0.1,0.4,True,37.649155499995686,1.0713553827593167,[0.039 0.078 0.095 0.025],
39,4,3.0000000000000013,0,True,[4874.636],15,0.1,0.4,False,49.63985270005651,0.31058591916225853,[0.035 0.073 0.091 0.023],
40,4,3.0000000000000013,0,True,[5952.723],15,0.1,0.4,True,33.50396640005056,0.9211702366631168,[0.062 0.042 0.091 0.07 ],
40,4,3.0000000000000013,0,True,[6007.963],15,0.1,0.4,False,25.69032779999543,0.14981546416820493,[0.062 0.042 0.096 0.074],
41,4,3.5000000000000018,0,True,[8081.804],15,0.1,0.4,True,37.836501999991015,0.8844523285914745,[0.098 0.04  0.083 0.017],
41,4,3.5000000000000018,0,True,[8160.023],15,0.1,0.4,False,22.851718400022946,0.10333390714284697,[0.097 0.042 0.084 0.017],
42,4,2.700000000000001,0,True,[4377.75],15,0.1,0.4,True,22.12392339995131,0.6259614518515904,[0.063 0.091 0.048 0.085],
42,4,2.700000000000001,0,True,[4430.497],15,0.1,0.4,False,30.197431799955666,0.186892178696494,[0.063 0.096 0.049 0.087],
43,4,2.700000000000001,0,True,[3892.097],15,0.1,0.4,True,22.840977300074883,0.6553937037026992,[0.06  0.042 0.073 0.092],
43,4,2.700000000000001,0,True,[3923.27],15,0.1,0.4,False,20.461331500089727,0.1244838962911335,[0.06  0.042 0.075 0.096],
44,4,3.5000000000000018,0,False,[7674.781],15,0.1,0.4,True,54.13393169990741,1.3419297571460318,[0.067 0.141 0.157 0.017],
44,4,3.5000000000000018,0,False,None,15,0.1,0.4,False,None,0.1749560092858571,[0.067 0.145 0.158 0.017],
45,4,0,1,False,None,15,0.1,0.4,True,None,
45,4,3.5000000000000018,35,False,None,15,0.1,0.4,False,None,0.03671306571590581,[0.038 1.889 1.713 1.427],
46,4,2.800000000000001,0,True,[3501.859],15,0.1,0.4,True,27.017487200093456,0.756377071433235,[0.045 0.04  0.093 0.045],
46,4,2.9000000000000012,0,True,[3573.244],15,0.1,0.4,False,16.597999899997376,0.08659160948169803,[0.04  0.036 0.091 0.041],
47,4,3.2000000000000015,0,True,[9852.087],15,0.1,0.4,True,31.86969359999057,0.7863952093757689,[0.064 0.091 0.045 0.062],
47,4,3.2000000000000015,0,True,[10103.772],15,0.1,0.4,False,23.47885369998403,0.1147580515653317,[0.064 0.099 0.045 0.065],
48,4,2.700000000000001,0,True,[4780.909],15,0.1,0.4,True,22.610006999922916,0.6345220777827004,[0.093 0.039 0.095 0.07 ],
48,4,2.700000000000001,0,True,[4804.92],15,0.1,0.4,False,17.190944999922067,0.09912329259181947,[0.093 0.039 0.098 0.071],
49,4,2.800000000000001,0,True,[5720.591],15,0.1,0.4,True,24.83144330000505,0.6830599857203197,[0.057 0.096 0.093 0.046],
49,4,2.9000000000000012,0,True,[5802.37],15,0.1,0.4,False,28.650804799981415,0.17163341465217447,[0.052 0.091 0.088 0.042],
0,5,2.800000000000001,0,True,[6735.16],15,0.1,0.3,True,32.79599909996614,0.931239803583594,[0.093 0.095 0.061 0.043 0.073],
0,5,2.800000000000001,0,True,[6784.358],15,0.1,0.3,False,43.58552139997482,0.21855566500203816,[0.092 0.099 0.061 0.043 0.074],
1,5,3.0000000000000013,0,True,[8970.535],15,0.1,0.3,True,40.60461190005299,1.105339616665151,[0.068 0.092 0.061 0.057 0.068],
1,5,3.0000000000000013,0,True,[9037.102],15,0.1,0.3,False,25.69721200002823,0.1104591553270196,[0.068 0.094 0.064 0.058 0.069],
2,5,3.1000000000000014,0,True,[11982.798],15,0.1,0.3,True,41.0464939000085,1.0791520516185331,[0.099 0.055 0.097 0.075 0.008],
2,5,3.2000000000000015,0,True,[12146.401],15,0.1,0.3,False,25.40799160010647,0.09748180500391754,[0.09  0.052 0.092 0.071 0.007],
3,5,3.3000000000000016,0,True,[14738.242],15,0.1,0.3,True,45.507146800053306,1.1255887272824165,[0.065 0.095 0.067 0.054 0.04 ],
3,5,3.4000000000000017,0,True,[15095.803],15,0.1,0.3,False,29.557104999898,0.11276416235863615,[0.059 0.093 0.065 0.05  0.038],
