i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,radius,centralized,t_solve,dist_to_goal,
20,6,3.4,0,TRUE,[10624.636],15,0.1,0.25,FALSE,69.9703914,0.247263764,[0.036 0.05  0.037 0.07  0.096 0.074]
21,6,3.2,0,TRUE,[11841.036],15,0.1,0.25,TRUE,57.1622081,1.454144494,[0.056 0.038 0.08  0.041 0.095 0.052]
21,6,3.3,0,TRUE,[12238.171],15,0.1,0.25,FALSE,95.3598022,0.368795055,[0.052 0.036 0.078 0.038 0.096 0.049]
22,6,2.7,0,TRUE,[4495.406],15,0.1,0.25,TRUE,28.5336139,0.728412785,[0.03  0.073 0.018 0.094 0.052 0.065]
22,6,2.7,0,TRUE,[4524.832],15,0.1,0.25,FALSE,26.8118565,0.09909214,[0.03  0.075 0.018 0.097 0.052 0.066]
23,6,2.7,0,TRUE,[6239.012],15,0.1,0.25,TRUE,30.8551589,0.813163889,[0.076 0.092 0.047 0.085 0.05  0.071]
23,6,2.7,0,TRUE,[6286.108],15,0.1,0.25,FALSE,32.8934957,0.12721151,[0.076 0.095 0.047 0.087 0.05  0.074]
24,6,3.5,0,TRUE,[13079.089],15,0.1,0.25,TRUE,61.9005997,1.436547489,[0.093 0.059 0.044 0.04  0.043 0.03 ]
24,6,3.5,0,TRUE,[13244.002],15,0.1,0.25,FALSE,62.4725822,0.207962387,[0.093 0.063 0.044 0.043 0.045 0.03 ]
25,6,3,0,TRUE,[11876.905],15,0.1,0.25,TRUE,34.6997828,0.850963297,[0.075 0.095 0.046 0.077 0.027 0.095]
25,6,3.1,0,TRUE,[12124.211],15,0.1,0.25,FALSE,23.0185262,0.066502831,[0.068 0.099 0.042 0.072 0.025 0.093]
26,6,2.7,0,TRUE,[6794.227],15,0.1,0.25,TRUE,29.5574152,0.796022248,[0.046 0.093 0.068 0.084 0.094 0.053]
26,6,2.7,0,TRUE,[6887.765],15,0.1,0.25,FALSE,50.0019927,0.217276526,[0.046 0.095 0.07  0.087 0.1   0.053]
27,6,2.9,0,TRUE,[7153.488],15,0.1,0.25,TRUE,32.1627626,0.793650693,[0.05  0.068 0.092 0.044 0.025 0.076]
27,6,2.9,0,TRUE,[7246.216],15,0.1,0.25,FALSE,31.1260429,0.109734067,[0.05  0.07  0.095 0.045 0.025 0.08 ]
28,6,3,0,TRUE,[10637.473],15,0.1,0.25,TRUE,35.1746318,0.851726007,[0.055 0.05  0.098 0.076 0.068 0.063]
28,6,3.1,0,TRUE,[10863.397],15,0.1,0.25,FALSE,28.4632505,0.084356883,[0.05  0.046 0.095 0.072 0.062 0.06 ]
29,6,2.9,0,TRUE,[6276.45],15,0.1,0.25,TRUE,39.6577908,1.042419679,[0.091 0.048 0.028 0.085 0.028 0.046]
29,6,2.9,0,TRUE,[6330.552],15,0.1,0.25,FALSE,22.0853279,0.067720502,[0.091 0.048 0.028 0.089 0.028 0.046]
0,7,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
0,7,3,0,TRUE,11411.764,10,0.1,0.25,FALSE,21.2314219,[0.048 0.015 0.079 0.1   0.046 0.079 0.082],
1,7,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
1,7,2.8,0,TRUE,7703.73,10,0.1,0.25,FALSE,14.7648942,[0.072 0.07  0.06  0.054 0.093 0.05  0.069],
2,7,3.1,0,TRUE,14017.189,10,0.1,0.25,TRUE,40.3386389,[0.059 0.051 0.061 0.093 0.016 0.091 0.025],
2,7,5,46,FALSE,None,10,0.1,0.25,FALSE,None,[0.011 0.009 1.313 1.359 1.553 1.819 1.93 ],
3,7,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
3,7,3.2,0,TRUE,15264.134,10,0.1,0.25,FALSE,32.8790991,[0.06  0.022 0.03  0.085 0.099 0.07  0.061],
4,7,2.8,0,TRUE,8738.648,10,0.1,0.25,TRUE,22.5540543,[0.086 0.071 0.083 0.076 0.092 0.036 0.035],
4,7,2.8,0,TRUE,9026.314,10,0.1,0.25,FALSE,17.811965,[0.093 0.071 0.087 0.079 0.099 0.037 0.035],
5,7,3.3,0,TRUE,17784.136,10,0.1,0.25,TRUE,27.1867883,[0.047 0.094 0.034 0.095 0.043 0.054 0.03 ],
5,7,5,50,FALSE,None,10,0.1,0.25,FALSE,None,[1.388 1.575 1.47  1.783 1.381 1.589 1.248],
6,7,3.1,0,TRUE,15146.005,10,0.1,0.25,TRUE,31.8679613,[0.039 0.074 0.066 0.095 0.086 0.065 0.051],
6,7,5,42,FALSE,None,10,0.1,0.25,FALSE,None,[0.006 0.861 0.69  1.718 0.642 1.623 1.451],
7,7,3.1,0,TRUE,11845.774,10,0.1,0.25,TRUE,23.0052264,[0.091 0.049 0.007 0.078 0.07  0.061 0.045],
7,7,3.1,0,TRUE,12069.477,10,0.1,0.25,FALSE,38.326302,[0.091 0.049 0.007 0.093 0.066 0.063 0.045],
8,7,2.3,1,FALSE,None,10,0.1,0.25,TRUE,None,,
8,7,3.2,0,TRUE,12035.725,10,0.1,0.25,FALSE,18.3114356,[0.052 0.03  0.047 0.07  0.048 0.098 0.042],
9,7,3.1,0,TRUE,11720.856,10,0.1,0.25,TRUE,31.457426,[0.098 0.044 0.056 0.045 0.07  0.042 0.063],
9,7,5,41,FALSE,None,10,0.1,0.25,FALSE,None,[1.554 0.838 1.231 1.476 1.477 1.511 1.653],
10,7,2.8,0,TRUE,8414.876,10,0.1,0.25,TRUE,22.0881001,[0.093 0.064 0.087 0.092 0.031 0.056 0.044],
10,7,2.8,0,TRUE,8533.266,10,0.1,0.25,FALSE,24.6701975,[0.093 0.065 0.096 0.096 0.031 0.057 0.039],
11,7,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
11,7,3.1,0,TRUE,10033.991,10,0.1,0.25,FALSE,33.8648306,[0.03  0.055 0.042 0.079 0.057 0.035 0.091],
12,7,3.1,0,TRUE,16640.435,10,0.1,0.25,TRUE,30.2854219,[0.06  0.08  0.093 0.078 0.069 0.077 0.046],
12,7,3.1,0,TRUE,17108.794,10,0.1,0.25,FALSE,21.8305115,[0.059 0.087 0.099 0.083 0.073 0.081 0.048],
13,7,3,0,TRUE,12977.318,10,0.1,0.25,TRUE,30.1472699,[0.097 0.092 0.07  0.091 0.037 0.052 0.053],
13,7,5,50,FALSE,None,10,0.1,0.25,FALSE,None,[0.013 0.012 0.012 0.903 1.584 1.425 1.806],
14,7,3,0,TRUE,11919.675,10,0.1,0.25,TRUE,50.2138626,[0.039 0.077 0.063 0.056 0.053 0.094 0.061],
14,7,3.2,0,TRUE,12111.28,10,0.1,0.25,FALSE,57.3535516,[0.024 0.077 0.041 0.058 0.099 0.082 0.051],
15,7,2.9,0,TRUE,13318.964,10,0.1,0.25,TRUE,22.4417852,[0.095 0.092 0.093 0.057 0.076 0.082 0.056],
15,7,3,0,TRUE,13715.171,10,0.1,0.25,FALSE,24.4526774,[0.092 0.092 0.09  0.052 0.074 0.078 0.053],
16,7,3.2,0,TRUE,16420.479,10,0.1,0.25,TRUE,25.6547524,[0.075 0.05  0.047 0.097 0.053 0.079 0.041],
16,7,3.3,0,TRUE,16820.744,10,0.1,0.25,FALSE,18.9922557,[0.068 0.047 0.044 0.095 0.05  0.077 0.038],
17,7,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
17,7,5,45,FALSE,None,10,0.1,0.25,FALSE,None,[1.404 1.474 1.456 2.265 1.471 1.462 0.515],
18,7,3.3,0,TRUE,19856.633,10,0.1,0.25,TRUE,36.5755234,[0.042 0.078 0.092 0.046 0.042 0.042 0.089],
18,7,5,44,FALSE,None,10,0.1,0.25,FALSE,None,[0.008 1.731 1.179 1.275 1.743 1.615 1.615],
19,7,3,0,TRUE,12189.872,10,0.1,0.25,TRUE,32.7837192,[0.09  0.036 0.087 0.061 0.084 0.04  0.055],
19,7,5,50,FALSE,None,10,0.1,0.25,FALSE,None,[0.013 0.005 1.801 0.889 1.434 1.566 1.591],
20,7,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
20,7,3.1,0,TRUE,9635.427,10,0.1,0.25,FALSE,23.3400361,[0.041 0.05  0.041 0.041 0.063 0.046 0.096],
21,7,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
21,7,3.5,0,TRUE,20505.398,10,0.1,0.25,FALSE,87.0850629,[0.04  0.029 0.098 0.08  0.064 0.044 0.06 ],
22,7,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
22,7,3.2,0,TRUE,12230.352,10,0.1,0.25,FALSE,22.7976119,[0.041 0.091 0.014 0.043 0.04  0.064 0.084],
23,7,2.3,1,FALSE,None,10,0.1,0.25,TRUE,None,,
23,7,2.9,0,TRUE,8337.179,10,0.1,0.25,FALSE,25.310789,[0.027 0.064 0.064 0.068 0.054 0.099 0.054],
24,7,2.9,1,FALSE,None,10,0.1,0.25,TRUE,None,,
24,7,3.2,0,TRUE,13973.116,10,0.1,0.25,FALSE,31.5373948,[0.039 0.06  0.069 0.036 0.074 0.05  0.097],
25,7,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
25,7,3.5,0,TRUE,22743.502,10,0.1,0.25,FALSE,25.8596076,[0.059 0.075 0.061 0.028 0.041 0.049 0.093],
26,7,3,0,TRUE,9010.929,10,0.1,0.25,TRUE,31.0878759,[0.095 0.062 0.046 0.02  0.097 0.058 0.037],
26,7,3.1,0,TRUE,9259.854,10,0.1,0.25,FALSE,30.7653776,[0.057 0.06  0.028 0.019 0.096 0.053 0.059],
27,7,2.6,1,FALSE,None,10,0.1,0.25,TRUE,None,,
27,7,3.1,0,TRUE,15038.99,10,0.1,0.25,FALSE,31.3577849,[0.066 0.057 0.063 0.051 0.095 0.079 0.087],
28,7,3,0,TRUE,8653.044,10,0.1,0.25,TRUE,27.6201757,[0.094 0.021 0.037 0.013 0.06  0.052 0.083],
28,7,5,45,FALSE,None,10,0.1,0.25,FALSE,None,[0.624 0.727 1.583 1.661 1.347 1.268 1.896],
29,7,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
29,7,2.9,0,TRUE,10598.096,10,0.1,0.25,FALSE,25.3421037,[0.081 0.064 0.081 0.048 0.091 0.079 0.058],
0,8,2.4,1,FALSE,None,10,0.1,0.25,TRUE,None,,
0,8,3,0,TRUE,9290.709,10,0.1,0.25,FALSE,42.2644998,[0.075 0.062 0.033 0.091 0.027 0.053 0.016 0.067],
1,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
1,8,5,50,FALSE,None,10,0.1,0.25,FALSE,None,[0.015 0.011 1.444 1.755 1.781 1.666 1.651 1.482],
2,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
2,8,3.1,0,TRUE,14437.447,10,0.1,0.25,FALSE,37.0704209,[0.1   0.039 0.083 0.039 0.043 0.041 0.094 0.055],
3,8,3.5,0,TRUE,17902.69,10,0.1,0.25,TRUE,82.2822654,[0.042 0.045 0.056 0.094 0.019 0.029 0.087 0.05 ],
3,8,5,43,FALSE,None,10,0.1,0.25,FALSE,None,[0.01  0.01  0.008 1.749 1.548 1.484 2.037 1.244],
4,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
4,8,5,41,FALSE,None,10,0.1,0.25,FALSE,None,[0.019 0.014 1.342 1.283 1.899 1.665 2.054 1.433],
5,8,3.1,0,TRUE,12123.286,10,0.1,0.25,TRUE,39.1139421,[0.029 0.047 0.048 0.034 0.094 0.039 0.072 0.072],
5,8,3.6,0,TRUE,12502.589,10,0.1,0.25,FALSE,60.6211784,[0.018 0.066 0.029 0.021 0.061 0.066 0.097 0.047],
6,8,3,0,TRUE,14023.02,10,0.1,0.25,TRUE,40.1375648,[0.073 0.069 0.052 0.092 0.082 0.059 0.053 0.067],
6,8,3,0,TRUE,14201.976,10,0.1,0.25,FALSE,21.0241009,[0.073 0.071 0.054 0.095 0.086 0.061 0.054 0.069],
7,8,2.8,0,TRUE,11322.739,10,0.1,0.25,TRUE,65.3087337,[0.091 0.08  0.095 0.043 0.041 0.077 0.074 0.082],
7,8,5,50,FALSE,None,10,0.1,0.25,FALSE,None,[3.139 1.292 1.464 1.469 1.375 1.99  1.433 1.483],
8,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
8,8,3.2,0,TRUE,11337.021,10,0.1,0.25,FALSE,30.7324369,[0.042 0.073 0.032 0.091 0.035 0.061 0.023 0.025],
9,8,3,0,TRUE,13811.574,10,0.1,0.25,TRUE,30.1345849,[0.057 0.045 0.077 0.046 0.093 0.066 0.095 0.064],
9,8,3.1,0,TRUE,14246.354,10,0.1,0.25,FALSE,30.0558419,[0.043 0.04  0.073 0.042 0.09  0.061 0.096 0.063],
10,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
10,8,5,50,FALSE,None,10,0.1,0.25,FALSE,None,[0.008 0.013 0.015 0.011 1.691 0.979 1.248 1.62 ],
11,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
11,8,5,40,FALSE,None,10,0.1,0.25,FALSE,None,[0.012 0.007 1.41  1.814 1.342 1.459 1.366 1.303],
12,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
12,8,5,50,FALSE,None,10,0.1,0.25,FALSE,None,[1.516 1.781 1.633 1.712 1.943 1.593 1.514 1.831],
13,8,3.3,0,TRUE,18411.033,10,0.1,0.25,TRUE,60.4011342,[0.062 0.014 0.098 0.035 0.034 0.063 0.076 0.043],
13,8,3.4,0,TRUE,19040.519,10,0.1,0.25,FALSE,47.6859061,[0.055 0.021 0.098 0.037 0.031 0.06  0.076 0.038],
14,8,4.1,0,TRUE,22290.866,10,0.1,0.25,TRUE,107.041597,[0.055 0.032 0.099 0.031 0.007 0.023 0.026 0.029],
14,8,5,45,FALSE,None,10,0.1,0.25,FALSE,None,[0.022 0.008 2.173 1.55  1.125 1.357 1.584 1.504],
15,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
15,8,3,0,TRUE,10949.95,10,0.1,0.25,FALSE,31.7649993,[0.052 0.052 0.026 0.074 0.081 0.093 0.059 0.043],
16,8,2.9,0,TRUE,12636.163,10,0.1,0.25,TRUE,52.4872366,[0.056 0.054 0.099 0.041 0.083 0.04  0.078 0.094],
16,8,5,38,FALSE,None,10,0.1,0.25,FALSE,None,[0.008 0.006 0.014 0.005 1.433 1.304 1.53  0.799],
17,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
17,8,5,39,FALSE,None,10,0.1,0.25,FALSE,None,[0.009 0.005 0.003 0.016 0.021 1.369 1.523 2.464],
18,8,3.2,0,TRUE,14665.762,10,0.1,0.25,TRUE,56.9777172,[0.045 0.032 0.089 0.048 0.097 0.036 0.069 0.027],
18,8,5,47,FALSE,None,10,0.1,0.25,FALSE,None,[0.008 0.004 1.457 1.954 1.813 1.691 1.486 1.637],
19,8,2.6,1,FALSE,None,10,0.1,0.25,TRUE,None,,
19,8,2.9,0,TRUE,10597.359,10,0.1,0.25,FALSE,22.2893325,[0.066 0.058 0.065 0.073 0.067 0.062 0.055 0.091],
20,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
20,8,5,50,FALSE,None,10,0.1,0.25,FALSE,None,[0.007 1.635 1.79  1.139 1.758 1.25  1.542 1.919],
21,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
21,8,3.3,0,TRUE,12641.541,10,0.1,0.25,FALSE,23.5152375,[0.094 0.042 0.03  0.035 0.026 0.044 0.061 0.04 ],
22,8,2.9,0,TRUE,8103.805,10,0.1,0.25,TRUE,35.1919907,[0.045 0.034 0.029 0.036 0.058 0.099 0.05  0.078],
22,8,3,0,TRUE,8186.387,10,0.1,0.25,FALSE,36.4534096,[0.041 0.031 0.026 0.032 0.053 0.093 0.046 0.074],
23,8,3.2,0,TRUE,16610.292,10,0.1,0.25,TRUE,63.6434583,[0.027 0.063 0.08  0.017 0.1   0.077 0.039 0.034],
23,8,3.4,0,TRUE,17228.956,10,0.1,0.25,FALSE,31.7821657,[0.026 0.05  0.072 0.012 0.099 0.067 0.033 0.018],
24,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
24,8,5,50,FALSE,None,10,0.1,0.25,FALSE,None,[0.893 1.562 1.658 1.449 1.231 1.727 1.688 1.747],
25,8,2.9,0,TRUE,12012.663,10,0.1,0.25,TRUE,51.2235827,[0.071 0.039 0.061 0.092 0.069 0.082 0.061 0.078],
25,8,5,23,FALSE,None,10,0.1,0.25,FALSE,None,[1.285 1.786 1.19  2.648 1.452 1.566 1.171 1.485],
26,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
26,8,3,0,TRUE,17555.834,10,0.1,0.25,FALSE,24.3137045,[0.091 0.087 0.08  0.099 0.094 0.078 0.053 0.045],
27,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
27,8,5,45,FALSE,None,10,0.1,0.25,FALSE,None,[0.009 0.008 0.005 0.011 1.594 1.763 1.659 1.226],
28,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
28,8,2.9,0,TRUE,12272.518,10,0.1,0.25,FALSE,39.4133048,[0.053 0.081 0.057 0.061 0.058 0.098 0.097 0.071],
29,8,0,1,FALSE,None,10,0.1,0.25,TRUE,None,,
29,8,5,50,FALSE,None,10,0.1,0.25,FALSE,None,[0.008 1.523 1.389 1.491 1.692 2.221 1.553 2.038],
0,9,3.2,0,TRUE,18975.272,10,0.1,0.2,TRUE,114.2309306,[0.068 0.086 0.049 0.04  0.039 0.041 0.094 0.064 0.048],
0,9,5,50,FALSE,None,10,0.1,0.2,FALSE,None,[0.012 0.016 1.249 1.609 1.331 1.392 2.13  1.519 1.584],
1,9,3.1,0,TRUE,17242.729,10,0.1,0.2,TRUE,46.2656175,[0.051 0.053 0.069 0.062 0.092 0.091 0.048 0.046 0.06 ],
1,9,3.2,0,TRUE,17775.096,10,0.1,0.2,FALSE,35.7517516,[0.054 0.049 0.071 0.058 0.093 0.086 0.046 0.036 0.056],
2,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
2,9,3.2,0,TRUE,14749.364,10,0.1,0.2,FALSE,37.5401264,[0.05  0.046 0.053 0.03  0.047 0.093 0.058 0.057 0.055],
3,9,2.9,0,TRUE,10517.56,10,0.1,0.2,TRUE,60.6439724,[0.073 0.094 0.068 0.045 0.061 0.076 0.037 0.051 0.056],
3,9,2.8,0,TRUE,10542.287,10,0.1,0.2,FALSE,32.6649362,[0.081 0.096 0.068 0.048 0.074 0.086 0.043 0.056 0.064],
4,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
4,9,3.2,0,TRUE,15441.271,10,0.1,0.2,FALSE,33.0872351,[0.06  0.039 0.039 0.079 0.056 0.043 0.056 0.026 0.092],
5,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
5,9,2.9,0,TRUE,11600.26,10,0.1,0.2,FALSE,27.9274677,[0.047 0.035 0.08  0.087 0.098 0.059 0.045 0.077 0.054],
6,9,3.1,0,TRUE,15483.358,10,0.1,0.2,TRUE,73.2640854,[0.098 0.041 0.057 0.067 0.036 0.09  0.05  0.062 0.038],
6,9,5,42,FALSE,None,10,0.1,0.2,FALSE,None,[1.431 1.432 1.461 1.899 1.566 1.802 1.577 1.705 1.38 ],
7,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
7,9,5,47,FALSE,None,10,0.1,0.2,FALSE,None,[1.378 1.658 1.334 1.628 1.358 1.609 1.802 1.63  1.311],
8,9,3,0,TRUE,13644.594,10,0.1,0.2,TRUE,54.043574,[0.069 0.055 0.053 0.086 0.027 0.045 0.092 0.09  0.015],
8,9,3,0,TRUE,13828.166,10,0.1,0.2,FALSE,28.8802907,[0.069 0.057 0.052 0.089 0.027 0.045 0.095 0.096 0.016],
9,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
9,9,2.8,0,TRUE,9403.497,10,0.1,0.2,FALSE,22.4133148,[0.091 0.093 0.062 0.054 0.062 0.091 0.018 0.024 0.06 ],
10,9,3.1,0,TRUE,15681.951,10,0.1,0.2,TRUE,75.7470501,[0.045 0.037 0.092 0.094 0.068 0.046 0.048 0.062 0.034],
10,9,3.1,0,TRUE,15882.005,10,0.1,0.2,FALSE,31.6250131,[0.047 0.044 0.093 0.099 0.073 0.046 0.049 0.064 0.034],
11,9,2,1,FALSE,None,10,0.1,0.2,TRUE,None,,
11,9,3,0,TRUE,12512.643,10,0.1,0.2,FALSE,52.8959092,[0.049 0.044 0.075 0.038 0.094 0.039 0.064 0.065 0.075],
12,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
12,9,2.8,0,TRUE,10067.173,10,0.1,0.2,FALSE,31.339107,[0.092 0.071 0.068 0.085 0.041 0.095 0.04  0.046 0.061],
13,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
13,9,5,50,FALSE,None,10,0.1,0.2,FALSE,None,[0.006 0.009 0.007 1.633 1.868 1.609 2.056 1.268 1.467],
14,9,3,0,TRUE,12875.711,10,0.1,0.2,TRUE,91.7612255,[0.066 0.08  0.097 0.02  0.077 0.039 0.057 0.039 0.064],
14,9,5,45,FALSE,None,10,0.1,0.2,FALSE,None,[1.593 1.511 1.017 1.754 1.602 1.551 1.594 1.671 1.579],
15,9,3.2,0,TRUE,14585.33,10,0.1,0.2,TRUE,82.4434809,[0.056 0.1   0.019 0.055 0.048 0.056 0.069 0.013 0.046],
15,9,5,43,FALSE,None,10,0.1,0.2,FALSE,None,[0.01  0.013 1.488 1.668 1.227 0.786 1.51  1.301 1.625],
16,9,2.7,0,TRUE,8442.803,10,0.1,0.2,TRUE,56.8056968,[0.074 0.084 0.052 0.057 0.076 0.051 0.085 0.065 0.094],
16,9,3.1,0,TRUE,8481.632,10,0.1,0.2,FALSE,49.4189774,[0.045 0.058 0.036 0.031 0.033 0.035 0.063 0.044 0.094],
17,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
17,9,3.5,0,TRUE,21525.303,10,0.1,0.2,FALSE,45.4687323,[0.031 0.051 0.048 0.097 0.049 0.044 0.031 0.025 0.052],
18,9,2.9,0,TRUE,9146.446,10,0.1,0.2,TRUE,81.6651418,[0.091 0.048 0.065 0.091 0.028 0.072 0.054 0.05  0.047],
18,9,5,50,FALSE,None,10,0.1,0.2,FALSE,None,[0.008 1.591 1.905 1.426 1.463 1.612 1.398 1.529 1.332],
19,9,3.1,0,TRUE,14938.678,10,0.1,0.2,TRUE,63.6409483,[0.096 0.048 0.052 0.062 0.062 0.047 0.022 0.085 0.052],
19,9,3.1,0,TRUE,15006.606,10,0.1,0.2,FALSE,49.5333285,[0.096 0.048 0.043 0.064 0.065 0.048 0.022 0.092 0.052],
20,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
20,9,5,42,FALSE,None,10,0.1,0.2,FALSE,None,[0.006 0.005 0.011 1.632 1.462 1.171 2.338 1.522 1.612],
21,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
21,9,3.6,0,TRUE,15625.988,10,0.1,0.2,FALSE,91.0835872,[0.017 0.041 0.013 0.009 0.014 0.048 0.096 0.054 0.031],
22,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
22,9,5,48,FALSE,None,10,0.1,0.2,FALSE,None,[0.013 2.127 1.574 1.738 1.284 1.715 1.526 1.226 1.522],
23,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
23,9,5,50,FALSE,None,10,0.1,0.2,FALSE,None,[1.279 0.646 1.418 1.628 1.447 1.463 2.261 1.449 1.404],
24,9,3,0,TRUE,11720.17,10,0.1,0.2,TRUE,72.1520597,[0.02  0.023 0.072 0.047 0.078 0.092 0.066 0.058 0.034],
24,9,3,0,TRUE,11855.873,10,0.1,0.2,FALSE,38.2896768,[0.017 0.025 0.073 0.049 0.08  0.099 0.068 0.059 0.035],
25,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
25,9,2.8,0,TRUE,11125.193,10,0.1,0.2,FALSE,35.9313886,[0.048 0.076 0.052 0.094 0.041 0.094 0.071 0.082 0.074],
26,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
26,9,5,50,FALSE,None,10,0.1,0.2,FALSE,None,[0.008 1.379 1.452 1.72  1.124 1.737 0.766 1.457 1.585],
27,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
27,9,5,48,FALSE,None,10,0.1,0.2,FALSE,None,[0.017 1.677 1.817 1.577 1.574 1.248 1.623 1.445 0.867],
28,9,3.2,0,TRUE,11055.201,10,0.1,0.2,TRUE,55.7202724,[0.05  0.022 0.014 0.046 0.032 0.012 0.094 0.031 0.064],
28,9,3.3,0,TRUE,11345.191,10,0.1,0.2,FALSE,36.2637373,[0.045 0.02  0.012 0.041 0.03  0.011 0.095 0.028 0.059],
29,9,0,1,FALSE,None,10,0.1,0.2,TRUE,None,,
29,9,3.6,0,TRUE,14738.549,10,0.1,0.2,FALSE,76.9525246,[0.039 0.067 0.05  0.022 0.043 0.028 0.092 0.044 0.006],
0,10,2.8,1,FALSE,None,10,0.1,0.1,TRUE,None,,
0,10,3.2,0,TRUE,10729.859,10,0.1,0.1,FALSE,20.2412811,[0.022 0.041 0.013 0.035 0.053 0.098 0.028 0.056 0.011 0.022],
1,10,3.1,0,TRUE,11914.474,10,0.1,0.1,TRUE,46.2354217,[0.045 0.062 0.034 0.024 0.095 0.027 0.03  0.05  0.052 0.055],
1,10,3.2,0,TRUE,12128.305,10,0.1,0.1,FALSE,29.033534,[0.04  0.059 0.039 0.014 0.093 0.025 0.027 0.046 0.048 0.05 ],
2,10,2.8,0,TRUE,12157.554,10,0.1,0.1,TRUE,85.9459499,[0.057 0.059 0.085 0.056 0.095 0.016 0.086 0.065 0.042 0.093],
2,10,2.9,0,TRUE,12303.309,10,0.1,0.1,FALSE,31.228287,[0.053 0.051 0.081 0.044 0.098 0.019 0.084 0.059 0.038 0.087],
3,10,3.1,0,TRUE,13819.778,10,0.1,0.1,TRUE,50.060773,[0.091 0.076 0.063 0.057 0.036 0.071 0.026 0.035 0.036 0.034],
3,10,3.1,0,TRUE,13885.791,10,0.1,0.1,FALSE,23.6966764,[0.091 0.078 0.064 0.059 0.036 0.072 0.026 0.035 0.036 0.034],
4,10,3,0,TRUE,11375.699,10,0.1,0.1,TRUE,42.4321933,[0.016 0.049 0.02  0.026 0.068 0.022 0.051 0.096 0.053 0.088],
4,10,3.1,0,TRUE,11590.232,10,0.1,0.1,FALSE,23.4828036,[0.015 0.047 0.018 0.024 0.064 0.02  0.047 0.094 0.049 0.08 ],
5,10,0,1,FALSE,None,10,0.1,0.1,TRUE,None,,
5,10,3.5,0,TRUE,18917.819,10,0.1,0.1,FALSE,32.9973399,[0.051 0.019 0.035 0.026 0.036 0.092 0.04  0.028 0.027 0.057],
6,10,0,1,FALSE,None,10,0.1,0.1,TRUE,None,,
6,10,3,0,TRUE,13364.777,10,0.1,0.1,FALSE,20.8636971,[0.011 0.088 0.077 0.042 0.055 0.049 0.006 0.082 0.043 0.097],
7,10,2.9,0,TRUE,9499.288,10,0.1,0.1,TRUE,40.9740518,[0.054 0.038 0.072 0.022 0.05  0.029 0.097 0.041 0.076 0.04 ],
7,10,3,0,TRUE,9674.714,10,0.1,0.1,FALSE,24.1759642,[0.049 0.035 0.068 0.019 0.046 0.026 0.096 0.037 0.07  0.037],
8,10,3,0,TRUE,17930.112,10,0.1,0.1,TRUE,41.2841004,[0.075 0.08  0.052 0.092 0.088 0.032 0.077 0.016 0.094 0.057],
8,10,3,0,TRUE,18292.774,10,0.1,0.1,FALSE,21.8780581,[0.077 0.077 0.053 0.096 0.093 0.032 0.08  0.016 0.098 0.058],
9,10,0,1,FALSE,None,10,0.1,0.1,TRUE,None,,
