i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,ids,radius,centralized,t_solve,dist_to_goal
25,9,3.4000000000000017,0,True,[20216.04],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,42.90585139999166,[0.031 0.015 0.073 0.098 0.048 0.014 0.039 0.022 0.087],
28,9,2.9000000000000012,0,True,[8524.537],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,25.432524300005753,[0.094 0.031 0.072 0.047 0.035 0.059 0.046 0.067 0.034],
0,10,3.1000000000000014,0,True,[12761.512],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,57.64623750001192,[0.091 0.021 0.043 0.06  0.058 0.03  0.093 0.023 0.043 0.033],
1,10,3.3000000000000016,0,True,[14707.877],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,52.722968200047035,[0.04  0.035 0.052 0.022 0.026 0.071 0.093 0.027 0.038 0.037],
2,10,3.0000000000000013,0,True,[12913.641],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,54.16529949998949,[0.039 0.098 0.072 0.055 0.059 0.071 0.043 0.059 0.059 0.06 ],
3,10,2.9000000000000012,0,True,[10056.186],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,35.39728729997296,[0.061 0.077 0.044 0.03  0.061 0.046 0.093 0.034 0.038 0.071],
5,10,3.0000000000000013,0,True,[11292.193],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,60.255750399956014,[0.034 0.057 0.065 0.066 0.097 0.058 0.052 0.032 0.039 0.07 ],
6,10,3.3000000000000016,0,True,[11639.649],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,51.63894340000115,[0.046 0.01  0.042 0.057 0.012 0.011 0.096 0.028 0.033 0.011],
7,10,3.3000000000000016,0,True,[14225.809],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,63.30854919995181,[0.068 0.026 0.013 0.095 0.05  0.018 0.036 0.025 0.03  0.066],
8,10,3.3000000000000016,0,True,[15868.812],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,64.5064850000199,[0.047 0.091 0.013 0.043 0.014 0.079 0.045 0.078 0.018 0.024],
11,10,2.800000000000001,0,True,[7174.74],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,104.61568489996716,[0.038 0.083 0.062 0.097 0.053 0.046 0.051 0.064 0.062 0.014],
12,10,2.9000000000000012,0,True,[13982.175],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,61.21053259994369,[0.087 0.094 0.09  0.05  0.078 0.048 0.045 0.07  0.052 0.071],
13,10,2.600000000000001,0,True,[8319.959],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,36.51180589996511,[0.059 0.092 0.07  0.048 0.044 0.055 0.082 0.1   0.087 0.057],
16,10,3.2000000000000015,0,True,[16985.938],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,37.834520199976396,[0.044 0.044 0.028 0.095 0.038 0.045 0.07  0.079 0.048 0.05 ],
21,10,3.3000000000000016,0,True,[17108.572],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,76.05313730001217,[0.036 0.03  0.033 0.037 0.05  0.05  0.094 0.01  0.049 0.083],
22,10,2.800000000000001,0,True,[10087.806],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,97.57293269998627,[0.064 0.098 0.056 0.06  0.048 0.053 0.06  0.046 0.092 0.073],
23,10,2.800000000000001,0,True,[9644.389],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,70.206030500005,[0.061 0.065 0.097 0.068 0.052 0.086 0.034 0.048 0.044 0.07 ],
25,10,2.800000000000001,0,True,[10809.211],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,69.29866630001925,[0.07  0.099 0.075 0.039 0.05  0.077 0.081 0.048 0.04  0.092],
28,10,3.1000000000000014,0,True,[13632.228],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,48.576142300036736,[0.059 0.033 0.026 0.037 0.051 0.042 0.093 0.008 0.089 0.075],
