i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,radius,centralized,t_solve,dist_to_goal
24,10,3.1,0,TRUE,14095.607,10,0.1,0.1,FALSE,24.083789,[0.037 0.071 0.043 0.019 0.055 0.082 0.049 0.027 0.047 0.098]
25,10,0,1,FALSE,None,10,0.1,0.1,TRUE,None,
25,10,3.5,0,TRUE,21929.315,10,0.1,0.1,FALSE,27.3940157,[0.077 0.028 0.042 0.026 0.026 0.023 0.047 0.032 0.093 0.042]
26,10,2.9,0,TRUE,15148.562,10,0.1,0.1,TRUE,51.3089413,[0.098 0.048 0.077 0.081 0.055 0.088 0.034 0.011 0.088 0.089]
26,10,2.9,0,TRUE,15316.574,10,0.1,0.1,FALSE,22.0430964,[0.098 0.051 0.083 0.072 0.055 0.092 0.034 0.011 0.092 0.091]
27,10,3,0,TRUE,9666.962,10,0.1,0.1,TRUE,89.4963321,[0.097 0.053 0.029 0.044 0.026 0.064 0.044 0.053 0.031 0.057]
27,10,3,0,TRUE,9696.562,10,0.1,0.1,FALSE,22.6047171,[0.096 0.044 0.024 0.035 0.033 0.064 0.044 0.054 0.031 0.06 ]
28,10,0,1,FALSE,None,10,0.1,0.1,TRUE,None,
28,10,3.1,0,TRUE,10108.947,10,0.1,0.1,FALSE,28.8812608,[0.064 0.098 0.034 0.051 0.037 0.026 0.049 0.027 0.018 0.029]
29,10,2.9,0,TRUE,9591.511,10,0.1,0.1,TRUE,43.1971457,[0.066 0.062 0.095 0.022 0.065 0.006 0.027 0.045 0.061 0.059]
29,10,2.9,0,TRUE,9674.549,10,0.1,0.1,FALSE,22.5851991,[0.066 0.063 0.1   0.021 0.066 0.006 0.03  0.045 0.062 0.06 ]
